PWGTP,AGEP,SOCP,WAGP,PUMA,STATE,
29,62,172141,0,07901,06,
15,35,1191XX,2900,07902,06,
3,70,1191XX,0,07901,06,
13,49,1721YY,300000,11108,06,
38,49,1940YY,100000,11109,06,
9,49,1191XX,80000,11102,06,
13,30,514041,40000,11109,06,
18,67,1191XX,0,11107,06,
24,37,172141,110000,11109,06,
26,25,1940YY,28500,11108,06,
5,63,172141,35000,11109,06,
7,70,1191XX,0,07901,06,
19,22,471011,8000,07901,06,
19,22,471011,8000,07901,06,
36,58,471011,150000,08302,06,
25,53,19204X,100000,07901,06,
34,17,514041,12000,11102,06,
64,49,172070,125000,11102,06,
2,58,172051,90000,08303,06,
8,53,1191XX,40000,08303,06,
7,20,1191XX,11200,11108,06,
9,61,414010,210000,07901,06,
6,58,414010,0,08302,06,
49,60,471011,70000,11107,06,
32,31,514041,40000,11108,06,
8,51,1191XX,125000,11108,06,
22,54,1940YY,140000,08303,06,
12,63,172070,0,11102,06,
25,70,411011,0,07901,06,
10,51,253041,23600,11107,06,
15,20,253041,5000,11107,06,
48,46,411011,65000,11102,06,
36,64,1191XX,38000,11102,06,
11,60,514041,100000,08303,06,
8,56,1721YY,167000,11102,06,
6,56,1191XX,0,11102,06,
8,24,411011,7000,11102,06,
74,19,1940YY,4800,08303,06,
24,25,414010,80000,07901,06,
8,40,1721YY,0,08302,06,
24,59,411011,60000,11108,06,
25,67,113071,100000,11103,06,
22,55,119041,80000,08303,06,
22,20,1721YY,0,08303,06,
30,22,253041,10600,08303,06,
29,54,1191XX,565000,11102,06,
59,36,1191XX,45000,08302,06,
44,48,414010,60000,08302,06,
3,56,4990XX,40000,11102,06,
24,26,1721YY,48000,08301,06,
22,18,1191XX,0,07901,06,
31,43,519010,48000,07902,06,
11,25,253041,0,11109,06,
7,32,411011,44000,11103,06,
5,50,1191XX,0,08303,06,
16,37,1721YY,80000,08303,06,
35,34,1721YY,100000,08303,06,
17,29,518090,82000,08301,06,
29,35,411011,0,11103,06,
15,48,411011,85000,11109,06,
29,48,1191XX,150000,11107,06,
10,34,1191XX,98000,11108,06,
19,40,1191XX,0,11103,06,
29,53,411011,30000,11103,06,
17,55,411011,0,11103,06,
19,56,172051,165000,07901,06,
12,34,519010,47000,07902,06,
62,56,1721YY,210000,11102,06,
105,37,1191XX,60000,08301,06,
15,55,1191XX,134000,11109,06,
6,39,471011,100000,11109,06,
87,79,411011,0,08301,06,
9,81,172070,38000,08303,06,
24,45,172070,62000,11102,06,
11,62,1191XX,157000,08303,06,
7,76,414010,120000,11109,06,
6,62,1191XX,90000,11102,06,
11,28,1191XX,35000,11107,06,
15,36,414010,52000,11107,06,
11,62,414010,0,08303,06,
36,35,172141,100000,07901,06,
10,61,514041,26000,11103,06,
12,36,1191XX,155000,08302,06,
109,28,1191XX,164000,08301,06,
6,67,1191XX,0,08303,06,
27,48,411011,0,11109,06,
7,57,1191XX,250000,11109,06,
18,33,49904X,55000,11103,06,
27,55,113051,115000,08301,06,
6,41,411011,0,11103,06,
9,64,471011,0,11109,06,
42,40,411011,37400,08302,06,
30,59,411011,23400,08302,06,
38,43,1191XX,565000,08303,06,
15,38,1191XX,132000,11102,06,
6,61,1191XX,0,11103,06,
68,56,1191XX,565000,11109,06,
4,66,1721YY,24000,11109,06,
10,28,1191XX,25000,11109,06,
13,44,411011,36000,07902,06,
14,64,119041,110000,08303,06,
9,32,1191XX,99000,11102,06,
20,35,1191XX,56000,08303,06,
117,33,411011,55000,11108,06,
10,79,172051,2300,07901,06,
6,89,1191XX,0,11109,06,
5,53,1191XX,150000,11109,06,
19,29,49904X,86000,07902,06,
148,28,414010,22000,11107,06,
8,62,1191XX,48000,11102,06,
17,50,1191XX,155000,08301,06,
10,59,414010,218000,08301,06,
6,62,119041,181000,08301,06,
15,63,514041,60000,08301,06,
9,64,113071,275000,11102,06,
16,62,1191XX,0,08302,06,
9,64,411011,176000,11102,06,
5,72,414010,0,11109,06,
17,58,411011,60000,11108,06,
5,59,113051,63000,11102,06,
16,30,519010,43700,07901,06,
13,59,471011,0,07902,06,
114,56,471011,36000,11102,06,
1,50,411011,73000,11107,06,
8,69,1191XX,0,08301,06,
6,51,113071,137000,11109,06,
19,47,411011,60000,11102,06,
28,55,1721YY,165000,08302,06,
14,64,1191XX,115000,11108,06,
6,61,519010,75000,11108,06,
34,29,411011,0,08302,06,
6,31,172051,48000,08302,06,
36,50,411011,72000,07902,06,
9,57,1191XX,0,07902,06,
5,24,414010,56000,11107,06,
3,52,1191XX,279000,11109,06,
75,30,253041,5000,07901,06,
6,44,119041,140000,11108,06,
20,41,1191XX,50000,11109,06,
20,63,1191XX,0,11102,06,
35,26,519010,30000,07902,06,
10,41,1721YY,111000,11109,06,
31,43,411011,50000,11103,06,
30,62,1191XX,94000,11103,06,
15,57,411011,40000,07901,06,
32,47,414010,0,08301,06,
28,17,414010,15600,08301,06,
7,32,119041,50000,07901,06,
4,54,1191XX,131000,11107,06,
50,20,253041,900,08303,06,
30,20,253041,2000,08303,06,
55,20,253041,2300,08303,06,
57,20,253041,2300,08303,06,
20,64,113071,0,11102,06,
5,61,1191XX,565000,11109,06,
5,26,414010,60000,11107,06,
4,41,471011,105000,11107,06,
15,41,4990XX,50000,11107,06,
5,80,1191XX,28800,11107,06,
4,81,411011,81000,11107,06,
19,57,519020,36000,11108,06,
23,36,414010,60000,11109,06,
56,23,472211,30000,08301,06,
93,61,514041,120000,11108,06,
39,40,414010,60000,07901,06,
48,65,471011,0,11109,06,
6,64,1191XX,89000,11109,06,
41,59,411011,7000,07902,06,
7,62,411011,0,11102,06,
17,31,519010,30000,08301,06,
19,45,119041,186000,08303,06,
8,53,414010,200000,11109,06,
22,46,1191XX,120000,11103,06,
20,46,113051,101000,08303,06,
37,66,172051,0,07901,06,
8,45,1721YY,131000,11103,06,
10,48,414010,112000,11108,06,
7,39,414010,36000,07901,06,
6,47,49904X,75000,11103,06,
18,59,471011,30000,08303,06,
16,48,1191XX,312000,08303,06,
8,66,172070,0,11108,06,
38,71,411011,565000,11109,06,
45,47,1191XX,95000,11108,06,
5,60,172070,93000,11109,06,
4,48,113051,130000,11103,06,
13,64,113051,120000,08303,06,
6,58,411011,40000,07901,06,
21,22,411011,65000,11102,06,
24,57,1191XX,100000,08301,06,
11,35,1191XX,70000,11102,06,
8,50,172141,90000,11102,06,
45,36,1721YY,100000,11108,06,
9,64,1191XX,0,07901,06,
25,53,1191XX,60000,07901,06,
5,30,49904X,70000,11109,06,
21,60,1191XX,41000,08302,06,
11,55,1191XX,113000,11107,06,
43,35,411011,60000,11108,06,
38,60,414010,70000,07901,06,
12,37,1191XX,52000,11103,06,
7,72,4750XX,0,08302,06,
7,54,119041,126000,11109,06,
5,54,414010,135000,11109,06,
22,20,172051,12000,07901,06,
36,21,1721YY,12000,07901,06,
38,63,411011,0,11109,06,
104,33,411011,16000,11109,06,
10,28,1191XX,95000,07902,06,
61,54,113071,140000,11109,06,
9,42,411011,36000,07901,06,
7,56,172070,202000,11109,06,
7,58,1191XX,78000,11103,06,
77,38,411011,39600,08302,06,
72,33,411011,0,08302,06,
54,25,411011,26000,07902,06,
76,21,411011,23000,07902,06,
2,39,253041,2000,08303,06,
44,25,1191XX,0,07901,06,
40,41,414010,75000,08302,06,
30,22,411011,17000,11102,06,
234,55,1191XX,120000,07901,06,
246,51,1191XX,60000,07901,06,
20,58,172070,130000,11103,06,
8,53,1191XX,115000,11108,06,
33,23,253041,0,11102,06,
7,26,1191XX,20000,08302,06,
46,47,411011,32000,11102,06,
11,67,411011,0,11109,06,
8,69,1191XX,0,08302,06,
59,49,172051,56000,08303,06,
73,56,172051,7100,08303,06,
18,67,1191XX,248000,08303,06,
10,41,1191XX,199000,11102,06,
6,61,1191XX,280000,07901,06,
6,63,411011,31000,07901,06,
11,36,414010,60000,08303,06,
50,46,1191XX,120000,08301,06,
4,62,4990XX,80000,11109,06,
7,47,4990XX,5000,11103,06,
81,57,414010,97000,11102,06,
54,50,49904X,48000,11109,06,
55,68,1191XX,0,08303,06,
61,66,1191XX,48000,08303,06,
18,57,411011,130000,08303,06,
8,53,1191XX,50000,08302,06,
8,46,1191XX,200000,11107,06,
40,64,1191XX,175000,11109,06,
41,61,1191XX,60000,11109,06,
14,46,414010,0,11102,06,
9,51,1191XX,240000,11108,06,
48,22,514041,27000,08301,06,
21,40,113051,78000,11109,06,
10,49,1191XX,250000,08303,06,
38,65,1191XX,78000,08301,06,
15,77,414010,80000,08303,06,
43,33,1721YY,40000,11108,06,
21,60,1191XX,337000,08303,06,
5,49,414010,80000,11102,06,
16,47,411011,117000,08303,06,
14,57,172070,175000,08303,06,
8,30,253041,0,11109,06,
19,37,1191XX,130000,11109,06,
22,56,1191XX,190000,11109,06,
10,47,411011,30000,11102,06,
8,74,1191XX,48000,08303,06,
6,36,1940YY,96000,07901,06,
4,68,1191XX,0,08302,06,
3,66,119041,0,07901,06,
12,68,519010,100000,07902,06,
18,63,411011,50000,11109,06,
14,68,518090,0,07902,06,
51,37,411011,110000,08301,06,
18,53,472231,34000,08303,06,
18,30,411011,27000,11103,06,
8,21,253041,12000,07901,06,
5,62,1191XX,73000,07901,06,
12,43,1191XX,0,11107,06,
4,43,172070,76000,08303,06,
15,23,411011,70000,08301,06,
18,27,1191XX,57000,11109,06,
33,55,1191XX,70000,11102,06,
22,59,1191XX,150000,08302,06,
22,32,1191XX,130000,11109,06,
23,48,1191XX,95000,11108,06,
12,48,1191XX,60000,07902,06,
7,31,1191XX,45000,07902,06,
7,60,471011,13000,07902,06,
22,51,414010,70000,11109,06,
12,19,253041,0,07901,06,
15,25,1721YY,150000,08303,06,
11,60,1191XX,0,11109,06,
125,34,172141,78000,11109,06,
7,16,253041,2500,11109,06,
14,40,411011,38000,07902,06,
13,55,1721YY,120000,08303,06,
7,25,1721YY,58000,08303,06,
30,44,1721YY,190000,11108,06,
5,59,1191XX,113000,11107,06,
6,54,1191XX,565000,11102,06,
43,45,414010,50000,08303,06,
13,56,1721YY,120000,11108,06,
9,70,514041,0,08302,06,
9,28,1191XX,25000,11108,06,
92,34,172070,93000,11109,06,
8,32,1191XX,86000,07901,06,
8,34,414010,5500,07901,06,
72,26,1191XX,167000,08301,06,
14,47,414010,42000,08301,06,
99,62,411011,0,07901,06,
15,42,471011,65000,11108,06,
55,40,1191XX,195000,11108,06,
90,56,519010,36000,08302,06,
34,69,1191XX,78000,08301,06,
74,23,1191XX,0,07901,06,
6,56,1191XX,200000,11102,06,
65,58,414010,150000,11109,06,
50,63,411011,31000,11109,06,
12,48,1191XX,168000,08302,06,
5,68,1191XX,32400,08303,06,
13,58,1191XX,134000,11103,06,
30,32,414010,95000,11108,06,
14,32,1191XX,0,11102,06,
9,29,1191XX,48000,08303,06,
13,63,1721YY,44000,08303,06,
17,44,471011,100000,11108,06,
18,39,411011,15000,11108,06,
7,24,414010,56000,11107,06,
10,41,1721YY,80000,08303,06,
10,49,1721YY,230000,11107,06,
18,50,411011,150000,11102,06,
9,30,1940YY,100000,08303,06,
15,71,113051,3600,11108,06,
142,58,1191XX,0,11109,06,
27,20,172141,14000,08303,06,
4,63,1191XX,0,11108,06,
9,54,113051,101000,08303,06,
3,22,172051,21100,08302,06,
15,30,411011,32000,08301,06,
43,37,1191XX,0,08301,06,
14,29,1191XX,12000,08303,06,
16,52,414010,80000,11102,06,
13,59,471011,150000,11107,06,
10,58,411011,82000,07902,06,
13,59,411011,150000,07902,06,
27,46,1191XX,140000,11102,06,
10,45,1191XX,125000,08303,06,
9,64,1721YY,150000,07901,06,
9,68,411011,0,07901,06,
8,47,1940YY,80000,11109,06,
12,44,1191XX,0,07901,06,
9,32,414010,28000,07902,06,
72,28,414010,95000,11108,06,
23,52,414010,175000,08303,06,
16,73,414010,160000,08303,06,
9,41,1191XX,202000,11102,06,
3,50,1191XX,75000,07901,06,
7,64,113071,0,11109,06
