PWGTP,AGEP,SOCP,WAGP,PUMA,STATE,
68,40,49904X,95000,11103,06,
21,65,1191XX,200000,11102,06,
19,65,172070,0,07901,06,
23,38,113071,70000,11107,06,
14,82,414010,25000,11108,06,
21,24,1940YY,10000,08302,06,
8,54,411011,75000,11108,06,
10,69,411011,250000,11102,06,
12,68,1721YY,75000,11102,06,
15,43,411011,20000,08301,06,
12,42,1191XX,40000,07902,06,
24,19,1940YY,6000,07901,06,
19,38,172141,122000,11109,06,
18,39,172141,110000,11109,06,
12,77,119041,0,11109,06,
16,47,1191XX,101000,11103,06,
9,18,1191XX,1000,07901,06,
11,20,253041,900,11102,06,
5,22,253041,0,08303,06,
5,23,514041,25000,11103,06,
18,27,472231,35000,08303,06,
18,18,1191XX,10000,08303,06,
10,27,472231,35000,08303,06,
8,19,1191XX,1200,07901,06,
3,76,1191XX,0,08302,06,
19,47,1191XX,101000,11103,06,
3,68,1191XX,90000,08301,06,
13,18,1191XX,10000,08303,06,
21,19,1191XX,10000,08303,06,
19,47,1191XX,101000,11103,06,
10,47,1191XX,101000,11107,06,
7,76,1191XX,0,08303,06,
3,23,514041,25000,11109,06,
4,47,1191XX,101000,11103,06,
6,20,253041,1000,11102,06,
12,68,1191XX,90000,07901,06,
19,51,411011,35000,07901,06,
17,40,1191XX,120000,08301,06,
8,48,1191XX,95000,08302,06,
10,59,411011,60000,11108,06,
34,60,4990XX,6000,11102,06,
18,63,414010,65000,07902,06,
12,41,411011,120000,11102,06,
11,66,1940XX,0,07901,06,
9,62,1191XX,40000,11108,06,
6,71,1191XX,43800,08303,06,
11,57,1191XX,60000,07902,06,
10,73,1721YY,0,11108,06,
16,37,411011,350000,08303,06,
12,69,1191XX,0,08302,06,
13,43,411011,55000,11102,06,
12,63,172051,125000,11107,06,
14,59,471011,64000,08301,06,
13,69,514041,118000,08301,06,
13,36,411011,684000,11107,06,
6,63,1721YY,0,08301,06,
24,61,411011,56000,07901,06,
30,29,411011,36000,07901,06,
14,29,1191XX,130000,07901,06,
13,59,113051,0,07901,06,
13,59,414010,250000,11102,06,
11,58,1191XX,340000,07902,06,
14,29,1721YY,78000,07902,06,
13,22,411011,32000,07902,06,
54,31,119041,176000,08303,06,
8,39,411011,36000,11109,06,
94,53,1191XX,0,07902,06,
14,32,119041,114000,11108,06,
7,65,414010,0,07902,06,
12,33,172141,105000,07902,06,
11,61,1191XX,170000,07901,06,
11,70,514041,65000,07901,06,
41,50,1191XX,339000,11102,06,
29,16,253041,0,11102,06,
34,53,1721YY,65000,08303,06,
11,62,471011,80000,11108,06,
11,39,411011,60000,11108,06,
95,40,472211,43900,07902,06,
13,29,519010,42900,07902,06,
13,44,519020,62000,07902,06,
11,46,1191XX,160000,08303,06,
14,72,253041,0,11108,06,
40,54,411011,0,08302,06,
21,33,1191XX,0,07901,06,
14,25,1191XX,46000,11102,06,
7,25,1191XX,0,08303,06,
10,62,471011,104000,07901,06,
8,49,1191XX,65000,08301,06,
22,38,1191XX,200000,11109,06,
18,37,414010,50000,07901,06,
12,58,1191XX,300000,11102,06,
12,63,1191XX,185000,11102,06,
13,63,414010,80000,07902,06,
19,42,1191XX,280000,11102,06,
11,54,519010,120000,07902,06,
9,53,414010,120000,07902,06,
24,39,411011,38000,11102,06,
8,71,514041,70000,11107,06,
21,50,113051,105000,07902,06,
18,31,1191XX,80000,11102,06,
15,58,1191XX,200000,08302,06,
16,40,1191XX,52000,08301,06,
89,65,471011,8600,08303,06,
30,54,1191XX,0,11103,06,
8,47,119041,250000,11102,06,
8,67,1191XX,33300,11109,06,
7,48,411011,75000,11109,06,
11,38,1191XX,35000,11109,06,
51,32,414010,5000,11109,06,
14,49,4990XX,0,11102,06,
16,54,414010,340000,08303,06,
16,37,411011,39000,08301,06,
7,71,471011,120000,11107,06,
13,54,172051,150000,07901,06,
9,31,411011,45000,08302,06,
9,48,1191XX,70000,08302,06,
7,42,411011,0,08302,06,
14,54,411011,180000,11102,06,
6,69,514041,35000,11109,06,
8,40,1191XX,95000,08302,06,
11,60,1721YY,150000,11109,06,
23,25,172070,100000,08303,06,
11,29,472211,112000,11102,06,
24,70,1191XX,0,11102,06,
61,19,411011,16000,07901,06,
12,67,1191XX,70000,08303,06,
16,74,19204X,0,07902,06,
13,60,1191XX,127000,08303,06,
12,77,172051,0,11107,06,
18,46,518090,31000,11103,06,
48,44,411011,70000,11107,06,
11,73,1721YY,0,07901,06,
8,47,1721YY,135000,11102,06,
14,30,1191XX,58000,08301,06,
14,78,1191XX,0,11107,06,
17,68,1191XX,0,11107,06,
10,64,172051,128000,08301,06,
14,39,411011,17000,07902,06,
38,68,411011,110000,07902,06,
28,39,1191XX,70000,08301,06,
12,62,119041,0,07901,06,
72,75,1191XX,33000,07902,06,
12,49,113051,150000,08303,06,
24,61,1191XX,183000,11109,06,
18,67,1191XX,0,11109,06,
58,32,411011,50000,11102,06,
14,44,1191XX,140000,11103,06,
17,59,472211,100000,11108,06,
12,59,1191XX,0,08303,06,
11,63,518010,120000,11108,06,
21,50,113051,130000,07901,06,
15,60,1191XX,0,07901,06,
16,26,1191XX,100000,11107,06,
16,40,411011,350000,07901,06,
7,29,1191XX,140000,08302,06,
16,58,1191XX,120000,07901,06,
13,27,1191XX,50000,11103,06,
14,29,172141,93000,11103,06,
48,69,471011,0,07902,06,
19,32,518090,67000,11108,06,
8,65,514041,65000,08302,06,
10,56,471011,85000,11103,06,
7,28,411011,31000,11109,06,
12,32,1191XX,81000,08303,06,
17,27,1191XX,0,08303,06,
55,30,113071,36000,11107,06,
22,48,414010,250000,11109,06,
6,65,1191XX,684000,11107,06,
7,59,411011,10000,11107,06,
14,66,411011,0,11108,06,
11,68,471011,50000,11102,06,
26,22,519010,50000,07901,06,
11,60,411011,44000,07902,06,
70,56,1191XX,310000,07902,06,
12,64,172141,150000,11102,06,
6,61,119041,0,11109,06,
5,60,113071,73000,08302,06,
10,58,1191XX,0,11102,06,
9,47,1940YY,60000,07901,06,
24,35,472211,20000,11107,06,
14,41,113071,65000,07902,06,
24,33,1191XX,250000,11103,06,
5,38,414010,70000,07902,06,
15,70,1191XX,55000,07901,06,
14,41,172051,0,07901,06,
9,48,113071,0,08302,06,
22,29,1721YY,124000,08303,06,
11,57,4990XX,0,11109,06,
5,80,411011,36000,08303,06,
6,28,411011,40000,11108,06,
10,35,411011,60000,11108,06,
40,53,411011,0,08302,06,
21,24,411011,33000,11102,06,
9,62,1721YY,0,11108,06,
12,72,1191XX,8000,07901,06,
17,54,1191XX,76000,11108,06,
14,63,411011,0,07901,06,
12,60,411011,0,08303,06,
14,82,1191XX,0,11102,06,
12,73,172051,20000,07901,06,
12,53,4990XX,0,11109,06,
11,63,1191XX,0,11108,06,
19,66,172051,85000,11109,06,
62,39,411011,0,08302,06,
19,37,411011,70000,07901,06,
13,66,1191XX,10000,08303,06,
15,47,1191XX,136000,07901,06,
8,18,414010,10000,07902,06,
11,69,411011,0,11103,06,
10,34,1191XX,64000,08302,06,
10,36,411011,52000,11107,06,
11,52,411011,110000,07901,06,
9,55,172051,130000,07902,06,
24,50,411011,100000,07902,06,
22,43,411011,120000,07902,06,
41,51,172070,200000,07902,06,
47,22,471011,5000,07901,06,
16,64,1191XX,85000,07902,06,
11,54,471011,102000,11108,06,
11,50,411011,190000,11102,06,
34,21,253041,4500,07901,06,
14,49,1191XX,184000,11109,06,
11,41,1191XX,135000,11102,06,
15,45,1721YY,170000,11108,06,
33,61,414010,0,08303,06,
24,30,411011,55000,08303,06,
12,69,1191XX,102000,07901,06,
5,56,411011,100000,11109,06,
20,30,4990XX,75000,11102,06,
58,36,514041,0,11108,06,
11,63,414010,190000,11102,06,
9,55,1191XX,0,08303,06,
3,73,1191XX,0,07902,06,
12,67,414010,0,07901,06,
10,75,49904X,0,11103,06,
18,50,1191XX,170000,08303,06,
23,47,1191XX,128000,07902,06,
66,26,414010,0,07901,06,
6,87,1191XX,9000,08303,06,
14,53,411011,28000,08302,06,
8,23,411011,10000,07901,06,
45,23,4990XX,65000,11103,06,
41,23,113071,53000,11103,06,
11,41,1191XX,120000,11109,06,
22,52,1191XX,14200,11107,06,
14,63,471011,122000,08302,06,
10,19,1940YY,3500,07901,06,
8,65,4750XX,0,08301,06,
7,78,1191XX,0,08303,06,
12,58,113071,106000,11103,06,
10,61,113071,110000,11103,06,
48,38,411011,39800,11102,06,
12,63,49904X,90000,11109,06,
12,37,49904X,0,11109,06,
13,68,1191XX,210000,07901,06,
14,68,1191XX,40000,08303,06,
27,56,1191XX,225000,11103,06,
14,42,119041,200000,08303,06,
23,30,1721YY,95000,11109,06,
35,28,1721YY,80000,11109,06,
43,42,1191XX,274000,11109,06,
8,67,172070,94000,11102,06,
10,71,1191XX,150000,11103,06,
10,40,411011,65000,08301,06,
17,71,411011,10000,11102,06,
5,53,172051,112000,07901,06,
17,36,172051,89000,08303,06,
8,62,113071,101000,11103,06,
9,31,172051,42000,08302,06,
29,42,113051,52000,08301,06,
8,44,414010,100000,07902,06,
3,42,1191XX,100000,07902,06,
11,60,172141,165000,08302,06,
19,37,411011,130000,11108,06,
18,37,1191XX,35000,11108,06,
16,57,1191XX,225000,11102,06,
14,42,1191XX,43000,11103,06,
22,74,1191XX,120000,11108,06,
19,22,253041,300,08301,06,
23,26,1191XX,19100,07902,06,
12,58,113071,0,07902,06,
8,17,253041,5000,11103,06,
33,65,411011,0,08303,06,
17,32,1721YY,52000,07901,06,
41,69,1191XX,684000,11103,06,
8,71,411011,0,07901,06,
17,42,414010,2000,08303,06,
8,72,1191XX,85000,08303,06,
32,32,1191XX,180000,11102,06,
6,46,1191XX,150000,11107,06,
11,49,119041,250000,11109,06,
22,42,411011,70000,07901,06,
8,65,113071,38000,07901,06,
24,34,1191XX,10000,11109,06,
9,66,1191XX,150000,11109,06,
7,33,414010,95000,11107,06,
12,58,1191XX,0,11108,06,
2,75,1191XX,24000,08302,06,
8,37,411011,40000,08303,06,
7,67,1191XX,300000,08301,06,
20,26,411011,0,11102,06,
13,77,1191XX,0,07901,06,
11,56,1191XX,150000,08301,06,
12,53,1191XX,0,08303,06,
21,69,119041,0,11102,06,
10,34,1191XX,140000,08301,06,
17,28,1191XX,0,11102,06,
11,66,172051,0,08303,06,
11,65,172141,0,08303,06,
33,42,471011,65000,07902,06,
67,52,411011,28000,07901,06,
8,49,1191XX,144000,11102,06,
5,42,411011,36000,08302,06,
19,33,1191XX,64000,08301,06,
12,28,411011,25000,11103,06,
11,63,411011,22000,11103,06,
15,34,172051,70000,11103,06,
9,32,1191XX,82000,11108,06,
6,52,1191XX,10000,08301,06,
18,70,1191XX,8000,07902,06,
37,63,172070,145000,11108,06,
32,31,1940YY,15000,11108,06,
9,76,1191XX,0,11108,06,
65,63,172070,145000,11109,06,
46,49,411011,25000,07902,06,
12,56,1191XX,250000,11102,06,
86,40,172051,106000,07901,06,
17,49,1191XX,220000,08303,06,
19,69,172051,164000,07901,06,
15,46,471011,120000,11102,06,
24,38,1191XX,86000,11103,06,
41,38,113051,44200,11102,06,
13,36,1191XX,0,11109,06,
42,54,1721YY,150000,08301,06,
7,58,411011,53000,11107,06,
49,45,1191XX,100000,11102,06,
32,30,471011,30000,08301,06,
12,68,1191XX,0,07902,06,
17,47,1191XX,130000,11107,06,
13,28,1191XX,36000,07901,06,
47,49,414010,0,07901,06,
11,33,1191XX,80000,11108,06,
81,62,1191XX,185000,11102,06,
19,55,411011,47000,08302,06,
15,53,411011,24000,11102,06,
16,22,414010,20000,11102,06,
9,60,1191XX,0,08303,06,
37,33,411011,0,11108,06,
11,44,414010,37000,11107,06,
11,58,113051,108000,08303,06,
64,62,411011,0,11107,06,
16,31,1191XX,150000,11108,06,
18,32,253041,12000,08303,06,
44,61,1721YY,90000,11102,06,
51,47,411011,135000,11108,06,
13,70,414010,0,11109,06,
17,57,1191XX,95000,07902,06,
11,75,411011,70000,07901,06,
10,83,1191XX,0,08303,06,
13,27,1721YY,99000,11103,06,
60,29,172051,95000,07902,06,
18,54,471011,100000,11107,06,
8,71,172070,0,11102,06,
8,43,4740XX,60000,11103,06,
39,30,414010,38400,11107,06,
6,55,471011,70000,11103,06,
38,38,1191XX,5000,11102,06,
12,36,411011,160000,11103,06,
14,36,1191XX,40000,08303,06,
23,47,1191XX,35000,08301,06,
26,21,172051,10000,07901,06,
25,41,172051,100000,08302,06,
40,34,411011,40000,07902,06,
30,29,1191XX,40000,07902,06,
11,54,172070,180000,08302,06,
14,61,1191XX,250000,11108,06,
25,56,1191XX,130000,11109,06,
28,24,414010,45000,11109,06,
11,55,1191XX,170000,08301,06,
11,53,1191XX,290000,11109,06,
26,60,253041,0,07902,06,
7,65,119041,60000,11102,06,
15,26,411011,24000,08302,06,
10,76,411011,22000,08303,06,
31,64,471011,72000,07902,06,
13,67,1191XX,100000,07902,06,
13,56,1191XX,55000,07902,06,
10,35,1191XX,70000,11103,06,
12,39,1940YY,75000,11103,06,
24,35,1191XX,50000,08302,06,
10,20,411011,37000,11102,06,
24,34,172070,115000,11109,06,
36,36,518010,100000,08301,06,
10,41,475040,42000,07901,06,
48,38,475040,42000,08302,06,
16,57,411011,27000,11108,06,
17,69,1191XX,0,07902,06,
35,32,1191XX,123000,11109,06,
10,60,1191XX,99000,07902,06,
96,53,411011,85000,11109,06,
44,54,411011,2500,07901,06,
63,68,1191XX,40000,08303,06,
21,41,1721YY,135000,07901,06,
22,30,4990XX,45000,08301,06,
9,45,1191XX,75000,11102,06,
18,53,1191XX,94000,11109,06,
15,49,172070,100000,11109,06,
10,56,1191XX,0,11107,06,
39,22,519010,11000,07901,06,
12,57,411011,46000,08302,06,
7,65,414010,0,07901,06,
47,44,414010,120000,11103,06,
11,66,1191XX,100000,08303,06,
11,62,1191XX,0,11109,06,
10,71,1191XX,40000,11109,06,
6,21,411011,5000,08303,06,
52,63,411011,0,08303,06,
39,67,411011,0,08303,06,
36,36,411011,54000,08303,06,
21,41,1191XX,83000,11108,06,
53,60,411011,40000,07902,06,
11,37,411011,0,11102,06,
35,46,514041,43200,11103,06,
26,34,411011,60000,08301,06,
11,54,414010,25000,11103,06,
19,70,1721YY,0,08303,06,
21,69,519010,28000,08302,06,
15,48,1721YY,160000,08303,06,
11,65,519010,16000,07902,06,
10,66,113051,89000,11108,06,
15,47,1191XX,15000,11108,06,
12,74,49904X,0,08302,06,
54,25,1191XX,90000,07901,06,
13,51,1191XX,0,08303,06,
13,39,1191XX,158000,08303,06,
13,59,172051,0,11108,06,
15,35,1191XX,145000,11102,06,
23,69,1721YY,176000,07902,06,
9,67,1191XX,30000,08303,06,
6,60,1191XX,60000,07902,06,
5,57,1191XX,60000,07902,06,
22,41,411011,70000,07901,06,
12,66,414010,0,11109,06,
79,32,119041,170000,08303,06,
7,64,1191XX,84000,08303,06,
18,66,119041,0,07901,06,
50,24,253041,550,11107,06,
18,70,1191XX,0,07901,06,
16,23,1191XX,30000,08303,06,
21,40,1721YY,214000,11102,06,
23,39,411011,115000,11102,06,
36,50,49904X,85000,07901,06,
20,52,1191XX,108000,11108,06,
40,78,414010,47300,07901,06,
13,63,1191XX,0,11109,06,
10,21,411011,18000,08303,06,
14,68,1191XX,120000,11108,06,
31,65,472231,0,11107,06,
59,53,471011,60000,11103,06,
7,36,1191XX,190000,07902,06,
22,35,49904X,38000,11103,06,
15,20,253041,0,11109,06,
21,56,414010,158000,11102,06,
13,43,1191XX,150000,11102,06,
23,38,4750XX,0,08303,06,
12,67,1191XX,240000,11102,06,
9,29,411011,50000,11108,06,
12,57,1191XX,80000,07901,06,
17,63,1721XX,0,07901,06,
18,31,172141,80000,11109,06,
22,30,172141,66000,11109,06,
17,40,411011,65000,11108,06,
15,69,1191XX,44300,11109,06,
14,30,1191XX,44000,11109,06,
13,60,414010,110000,11102,06,
19,60,172070,145000,11103,06,
8,76,172051,80000,11109,06,
23,42,1191XX,98000,08301,06,
13,60,1191XX,329000,11102,06,
33,26,172051,85000,08303,06,
29,48,1191XX,220000,11108,06,
15,37,1721YY,140000,07902,06,
15,56,414010,125000,11102,06,
13,27,1191XX,37500,11103,06,
38,36,1191XX,52000,08301,06,
19,60,172051,154000,11102,06,
7,53,1191XX,55000,11107,06,
15,44,172051,684000,11109,06,
7,50,1191XX,159000,11102,06,
13,47,1191XX,95000,08303,06,
26,49,172051,12000,07901,06,
15,38,1191XX,110000,11109,06,
12,46,4990XX,0,11109,06,
5,71,1191XX,75000,08302,06,
10,58,1191XX,200000,08303,06,
8,33,1191XX,0,08303,06,
10,69,172051,0,11103,06,
9,59,1191XX,41400,07902,06,
5,51,411011,684000,08302,06,
5,53,411011,684000,08302,06,
14,34,172141,89000,11103,06,
25,53,414010,80000,11108,06,
30,48,414010,30000,11108,06,
13,54,113051,290000,08303,06,
10,54,1721YY,330000,11102,06,
12,74,253041,0,07901,06,
15,78,172070,0,08303,06,
22,23,472231,58000,08302,06,
7,44,1191XX,104000,11107,06,
7,39,4990XX,45000,07901,06,
5,67,411011,86000,11109,06,
13,59,113071,0,07902,06,
18,38,411011,70000,07901,06,
9,77,411011,250000,11102,06,
13,67,472211,0,07902,06,
9,28,1191XX,60000,08302,06,
14,41,514041,0,08301,06,
8,29,1191XX,110000,11107,06,
7,43,514041,55000,11107,06,
15,44,519010,125000,07902,06,
16,45,411011,35000,07902,06,
7,47,1191XX,684000,08303,06,
13,60,172141,149000,11108,06,
50,21,411011,26700,07901,06,
51,22,253041,5000,07901,06,
15,61,113051,54000,08302,06,
12,66,172070,0,07902,06,
15,45,1191XX,169000,11108,06,
17,36,172141,180000,11108,06,
18,60,411011,50000,08303,06,
13,61,1191XX,0,07902,06,
36,58,411011,80000,08302,06,
12,67,1191XX,47000,07902,06,
26,65,1191XX,182000,11107,06,
16,54,1191XX,0,08302,06,
17,41,1191XX,245000,11102,06,
14,44,1191XX,275000,11102,06,
49,65,1191XX,6800,11108,06,
11,73,1191XX,0,11102,06,
20,36,1191XX,187000,07901,06,
18,54,1191XX,179000,11108,06,
6,45,172051,118000,08301,06,
12,50,1721YY,140000,11103,06,
15,53,1191XX,200000,11102,06,
11,30,113051,170000,08303,06,
96,51,411011,82000,11107,06,
7,42,471011,70000,11103,06,
14,63,411011,6000,11107,06,
7,40,411011,2000,11107,06,
5,36,411011,2000,11107,06,
10,50,1191XX,30000,08303,06,
8,47,1191XX,150000,11102,06,
19,58,1191XX,345000,07901,06,
38,29,514041,50000,07901,06,
9,65,411011,20000,07902,06,
13,62,414010,100000,07902,06,
43,43,1191XX,0,08302,06,
43,61,172051,128000,08302,06,
9,37,472231,1000,07901,06,
13,33,172141,110000,11102,06,
9,66,1721YY,0,11109,06,
11,69,49904X,0,11109,06,
8,53,1191XX,135000,11102,06,
26,36,1191XX,110000,08303,06,
11,58,414010,120000,11102,06,
19,52,1191XX,32000,08303,06,
9,44,519020,31000,11103,06,
12,27,1721YY,114000,08303,06,
21,52,411011,50000,07901,06,
9,63,1191XX,105000,07902,06,
21,46,414010,80000,11109,06,
18,51,1191XX,184000,11109,06,
13,61,1191XX,0,08302,06,
10,79,1191XX,0,08303,06,
21,35,519010,6000,07902,06,
3,62,1191XX,140000,08302,06,
9,63,414010,100000,08303,06,
11,33,411011,40100,07901,06,
10,73,1191XX,0,08302,06,
12,66,411011,0,08302,06,
8,45,411011,8200,11103,06,
10,62,471011,72000,07901,06,
12,36,1191XX,208000,08303,06,
34,46,414010,45000,08302,06,
7,41,1191XX,140000,11102,06,
7,30,172051,70000,08301,06,
10,74,411011,0,11103,06,
12,68,471011,95000,11108,06,
12,42,172051,0,07901,06,
8,45,411011,146000,11102,06,
17,34,1191XX,140000,07901,06,
18,47,1191XX,150000,07902,06,
15,47,1940YY,0,07901,06,
10,29,414010,13600,08303,06,
16,42,471011,70000,08301,06,
26,42,411011,70000,11107,06,
19,56,1191XX,24000,07901,06,
22,39,411011,56000,08303,06,
21,42,172141,115000,08303,06,
11,29,519010,60000,07902,06,
15,48,1191XX,130000,11109,06,
3,62,1191XX,30000,08302,06,
12,34,1191XX,178000,07902,06,
16,28,411011,18000,11109,06,
10,50,1191XX,100000,11103,06,
13,57,1191XX,90000,11102,06,
23,63,414010,85000,11102,06,
16,35,1191XX,115000,11102,06,
7,61,1191XX,56000,08302,06,
40,56,1191XX,233000,11102,06,
13,35,1191XX,60000,08302,06,
27,65,1191XX,180000,08303,06,
38,39,471011,0,11107,06,
12,66,1191XX,0,07902,06,
20,31,1721YY,76000,07902,06,
30,62,1191XX,270000,11108,06,
24,27,1191XX,113000,08303,06,
24,44,49904X,50000,11103,06,
35,40,411011,8400,11107,06,
13,29,411011,1300,08303,06,
35,36,471011,75000,08301,06,
12,60,411011,70000,07902,06,
26,28,1191XX,140000,08303,06,
45,34,414010,78000,11108,06,
7,60,1721YY,120000,08303,06,
11,67,1191XX,148000,07902,06,
6,41,411011,8800,08301,06,
7,38,1191XX,92000,11109,06,
44,44,253041,0,08303,06,
13,59,411011,103000,11107,06,
18,77,1191XX,0,11103,06,
12,53,1191XX,0,08303,06,
11,37,514041,0,11102,06,
19,45,1191XX,182000,11108,06,
19,59,1191XX,56000,07902,06,
11,58,411011,80000,08303,06,
9,57,1191XX,110000,11109,06,
33,31,411011,60000,11103,06,
30,31,4740XX,55000,07901,06,
8,71,1191XX,0,11107,06,
16,33,172141,130000,08303,06,
1,53,411011,37000,08302,06,
37,23,4990XX,30000,07902,06,
13,65,1191XX,95000,08303,06,
13,39,411011,65000,07902,06,
6,37,1191XX,145000,11102,06,
12,30,1940YY,75000,08303,06,
12,29,1940YY,75000,08303,06,
15,34,414010,300000,08303,06,
7,25,172051,4600,11109,06,
15,81,411011,0,08302,06,
10,61,1191XX,101000,11103,06,
24,49,1191XX,220000,11108,06,
21,52,411011,40000,07901,06,
12,42,411011,250000,11102,06,
11,52,1191XX,160000,11108,06,
18,55,1191XX,110000,11109,06,
11,41,1191XX,140000,11102,06,
12,20,253041,1900,07901,06,
20,71,1191XX,100000,08303,06,
53,22,1191XX,30000,08303,06,
18,65,49904X,0,11102,06,
19,43,411011,250000,07901,06,
32,53,414010,0,11108,06,
33,54,411011,36000,11108,06,
13,65,49904X,0,11109,06,
10,44,414010,74000,11103,06,
2,64,113051,102000,11107,06,
98,44,411011,80000,07902,06,
41,47,411011,100000,07901,06,
11,38,411011,80000,11108,06,
26,45,1191XX,200000,08303,06,
10,83,411011,8800,11103,06,
8,84,411011,0,11103,06,
39,53,1191XX,150000,11102,06,
14,55,411011,78000,08301,06,
14,60,19204X,70000,11102,06,
14,60,414010,1400,11102,06,
71,54,4990XX,14200,08301,06,
51,25,172051,120000,08301,06,
12,27,414010,90000,11109,06,
7,52,471011,50000,11108,06,
9,40,113051,150000,11109,06,
10,67,113071,0,08301,06,
9,75,411011,5000,08302,06,
20,57,1191XX,250000,11102,06,
40,33,1191XX,100000,11102,06,
10,62,411011,40000,07901,06,
56,40,411011,130000,11108,06,
14,59,414010,158000,11102,06,
17,27,1191XX,28000,11102,06,
28,26,411011,60000,07901,06,
16,20,253041,4300,11103,06,
5,39,514041,25000,11108,06,
7,68,414010,0,11102,06,
12,58,1191XX,150000,11109,06,
10,68,1191XX,0,08303,06,
22,68,411011,9000,08302,06,
43,59,471011,0,11102,06,
12,46,1191XX,170000,11102,06,
37,31,1191XX,120000,11102,06,
7,40,253041,7800,07902,06,
11,76,411011,0,11108,06,
33,62,172070,143000,08301,06,
40,46,1191XX,70000,11108,06,
29,57,119041,240000,11103,06,
9,46,1191XX,56000,08301,06,
45,34,411011,45000,11103,06,
3,21,1940YY,5000,07901,06,
11,51,1191XX,100000,11103,06,
6,64,411011,0,08301,06,
42,36,1721YY,105000,11109,06,
11,64,414010,3000,11102,06,
11,62,1191XX,275000,08303,06,
49,37,172051,190000,11103,06,
11,62,411011,123000,08302,06,
36,42,1191XX,250000,08302,06,
12,39,411011,50000,11107,06,
12,50,414010,150000,11108,06,
13,33,1940YY,85000,07901,06,
28,66,537070,80000,11103,06,
9,46,1191XX,95000,11103,06,
9,23,411011,33000,11103,06,
11,65,1191XX,150000,11103,06,
13,27,1191XX,120000,07902,06,
9,67,411011,125000,11107,06,
21,51,411011,180000,11107,06,
17,52,1191XX,150000,08303,06,
6,64,1191XX,0,11108,06,
39,39,411011,250000,11103,06,
14,47,1721YY,110000,11103,06,
6,49,1191XX,85000,11109,06,
14,47,1191XX,0,11103,06,
38,26,411011,48000,08303,06,
13,52,411011,67000,11109,06,
28,49,471011,120000,11107,06,
6,77,1191XX,0,11107,06,
16,37,1191XX,180000,07901,06,
41,53,49904X,80000,11108,06,
37,58,411011,0,11102,06,
26,38,1191XX,0,07902,06,
24,58,172051,120000,11109,06,
18,68,172070,90000,11103,06,
5,69,411011,120000,11107,06,
40,24,172051,70000,08303,06,
12,42,1191XX,24000,11102,06,
7,61,1721YY,20000,07901,06,
30,29,411011,36000,07901,06,
13,36,1191XX,78000,11107,06,
41,50,411011,110000,11107,06,
15,39,411011,18000,11102,06,
11,53,1191XX,225000,11102,06,
19,42,1191XX,92000,07901,06,
7,75,1191XX,0,11107,06,
19,47,472211,52000,08303,06,
39,39,1191XX,60000,08301,06,
38,38,514041,65000,08301,06,
13,63,1191XX,152000,11102,06,
12,31,1721YY,115000,11109,06,
8,50,1191XX,74000,11108,06,
16,31,1191XX,100000,11103,06,
23,31,1940YY,143000,11102,06,
12,43,172070,208000,08303,06,
10,65,4750XX,0,11103,06,
9,65,1191XX,68000,07901,06,
16,35,1191XX,80000,11108,06,
14,54,172051,110000,08303,06,
25,49,1191XX,71000,11108,06,
17,40,172051,90000,11108,06,
44,28,411011,30000,11103,06,
38,29,471011,50000,11103,06,
11,39,411011,90000,08301,06,
13,59,172051,92000,08301,06,
24,33,414010,25000,07902,06,
21,70,1191XX,25000,11102,06,
17,53,1191XX,250000,11109,06,
14,44,519020,45000,08301,06,
33,24,253041,20000,07901,06,
10,48,1191XX,250000,11102,06,
12,36,1191XX,130000,08303,06,
42,84,411011,0,11107,06,
26,52,411011,165000,11109,06,
19,51,411011,100000,11102,06,
11,65,1191XX,0,11109,06,
16,31,519010,42000,08303,06,
7,76,519020,684000,11102,06,
13,65,1191XX,0,07902,06,
21,71,172051,0,11102,06,
11,53,172070,160000,11102,06,
5,27,411011,89000,11102,06,
22,52,518010,170000,11102,06,
23,23,253041,0,07901,06,
7,65,172051,3800,11107,06,
16,34,1721YY,125000,08301,06,
10,29,411011,40000,07902,06,
32,64,472211,0,11108,06,
11,73,1191XX,150000,11109,06,
58,68,119041,0,11102,06,
7,52,1191XX,121000,08303,06,
23,57,1191XX,160000,11109,06,
24,57,1191XX,150000,11109,06,
8,63,19204X,12000,11102,06,
8,62,1721YY,0,11102,06,
48,44,411011,108000,11107,06,
13,80,1940YY,0,11109,06,
15,54,113051,60000,11108,06,
11,54,172141,112000,11103,06,
11,58,113071,45000,11109,06,
34,34,414010,69000,11109,06,
10,73,113051,20000,08301,06,
4,20,4740XX,19000,11103,06,
9,50,1191XX,0,11102,06,
24,19,4990XX,3000,08303,06,
22,20,253041,4000,08303,06,
9,20,4740XX,19000,11109,06,
53,19,253041,23000,07901,06,
26,19,253041,0,08303,06,
12,20,172141,0,07901,06,
65,50,1191XX,0,11109,06,
19,18,253041,500,08303,06,
8,35,49904X,11500,07902,06,
5,50,1191XX,0,11107,06,
2,20,1191XX,9000,08303,06,
6,21,172051,8000,07901,06,
25,50,1191XX,0,11103,06,
21,19,253041,8000,08303,06,
3,70,253041,22000,07902,06,
10,70,253041,22000,07902,06,
8,17,49904X,22000,07901,06,
2,77,253041,63000,07902,06,
23,19,253041,7000,08303,06,
27,19,253041,8000,08303,06,
6,43,1191XX,101000,11103,06,
12,56,1191XX,0,11108,06,
21,57,1191XX,114000,08302,06,
