"zipcode","year","occupation","estimate","margin_of_error","county"
"93445",2016,"business_and_financial_operations_occupations",48977,19285,"San Luis Obispo"
"93445",2016,"computer_and_mathematical_occupations",NA,NA,"San Luis Obispo"
"93445",2016,"architecture_and_engineering_occupations",NA,NA,"San Luis Obispo"
"93445",2016,"life_physical_and_social_science_occupations",NA,NA,"San Luis Obispo"
"93445",2016,"community_and_social_services_occupations",83700,431,"San Luis Obispo"
"93445",2016,"legal_occupations",NA,NA,"San Luis Obispo"
"93445",2016,"education_training_and_library_occupations",19477,28934,"San Luis Obispo"
"93445",2016,"arts_design_entertainment_sports_and_media_occupations",NA,NA,"San Luis Obispo"
"93445",2016,"health_diagnosing_and_treating_practitioners_and_other_technical_occupations",NA,NA,"San Luis Obispo"
"93445",2016,"health_technologists_and_technicians",NA,NA,"San Luis Obispo"
"93445",2016,"healthcare_support_occupations",25625,9074,"San Luis Obispo"
"93445",2016,"fire_fighting_and_prevention_and_other_protective_service_workers_including_supervisors",NA,NA,"San Luis Obispo"
"93445",2016,"law_enforcement_workers_including_supervisors",6786,94057,"San Luis Obispo"
"93445",2016,"food_preparation_and_serving_related_occupations",13719,5909,"San Luis Obispo"
"93445",2016,"building_and_grounds_cleaning_and_maintenance_occupations",21210,6197,"San Luis Obispo"
"93445",2016,"personal_care_and_service_occupations",19356,17165,"San Luis Obispo"
"93445",2016,"sales_and_related_occupations",19074,17194,"San Luis Obispo"
"93445",2016,"office_and_administrative_support_occupations",33077,8153,"San Luis Obispo"
"93445",2016,"farming_fishing_and_forestry_occupations",22083,6972,"San Luis Obispo"
"93445",2016,"construction_and_extraction_occupations",21667,9361,"San Luis Obispo"
"93445",2016,"installation_maintenance_and_repair_occupations",62039,32239,"San Luis Obispo"
"93445",2016,"production_occupations",28038,11236,"San Luis Obispo"
"93445",2016,"transportation_occupations",31989,1762,"San Luis Obispo"
"93445",2016,"material_moving_occupations",NA,NA,"San Luis Obispo"
"93446",2016,"civilian_employed_population_16_years_and_over_with_earnings",35611,2794,"San Luis Obispo"
"93446",2016,"management_occupations",53587,4564,"San Luis Obispo"
"93446",2016,"business_and_financial_operations_occupations",65497,13052,"San Luis Obispo"
"93446",2016,"computer_and_mathematical_occupations",113445,10326,"San Luis Obispo"
"93446",2016,"architecture_and_engineering_occupations",79904,13622,"San Luis Obispo"
"93446",2016,"life_physical_and_social_science_occupations",53333,45083,"San Luis Obispo"
"93446",2016,"community_and_social_services_occupations",36164,20894,"San Luis Obispo"
"93446",2016,"legal_occupations",48977,27766,"San Luis Obispo"
"93446",2016,"education_training_and_library_occupations",42500,18527,"San Luis Obispo"
"93446",2016,"arts_design_entertainment_sports_and_media_occupations",23527,15740,"San Luis Obispo"
"93446",2016,"health_diagnosing_and_treating_practitioners_and_other_technical_occupations",101364,16229,"San Luis Obispo"
"93446",2016,"health_technologists_and_technicians",41125,31774,"San Luis Obispo"
"93446",2016,"healthcare_support_occupations",24688,16442,"San Luis Obispo"
"93446",2016,"fire_fighting_and_prevention_and_other_protective_service_workers_including_supervisors",57875,13833,"San Luis Obispo"
"93446",2016,"law_enforcement_workers_including_supervisors",82415,8453,"San Luis Obispo"
"93446",2016,"food_preparation_and_serving_related_occupations",17958,1250,"San Luis Obispo"
"93446",2016,"building_and_grounds_cleaning_and_maintenance_occupations",21780,2243,"San Luis Obispo"
"93446",2016,"personal_care_and_service_occupations",21117,5641,"San Luis Obispo"
"93446",2016,"sales_and_related_occupations",25845,7006,"San Luis Obispo"
"93446",2016,"office_and_administrative_support_occupations",26787,6017,"San Luis Obispo"
"93446",2016,"farming_fishing_and_forestry_occupations",25446,5319,"San Luis Obispo"
"93446",2016,"construction_and_extraction_occupations",45804,8241,"San Luis Obispo"
"93446",2016,"installation_maintenance_and_repair_occupations",48618,11355,"San Luis Obispo"
"93446",2016,"production_occupations",31446,5151,"San Luis Obispo"
"93446",2016,"transportation_occupations",35871,11371,"San Luis Obispo"
"93446",2016,"material_moving_occupations",25260,6074,"San Luis Obispo"
"93449",2016,"civilian_employed_population_16_years_and_over_with_earnings",45610,4544,"San Luis Obispo"
"93449",2016,"management_occupations",63867,9748,"San Luis Obispo"
"93449",2016,"business_and_financial_operations_occupations",55278,43943,"San Luis Obispo"
"93449",2016,"computer_and_mathematical_occupations",34702,34914,"San Luis Obispo"
"93449",2016,"architecture_and_engineering_occupations",106750,26032,"San Luis Obispo"
"93449",2016,"life_physical_and_social_science_occupations",NA,NA,"San Luis Obispo"
"93449",2016,"community_and_social_services_occupations",46964,7624,"San Luis Obispo"
"93449",2016,"legal_occupations",187987,120070,"San Luis Obispo"
"93449",2016,"education_training_and_library_occupations",61484,45560,"San Luis Obispo"
"93449",2016,"arts_design_entertainment_sports_and_media_occupations",64500,89027,"San Luis Obispo"
"93449",2016,"health_diagnosing_and_treating_practitioners_and_other_technical_occupations",101484,17239,"San Luis Obispo"
"93449",2016,"health_technologists_and_technicians",62619,52648,"San Luis Obispo"
"93449",2016,"healthcare_support_occupations",51215,607,"San Luis Obispo"
"93449",2016,"fire_fighting_and_prevention_and_other_protective_service_workers_including_supervisors",NA,NA,"San Luis Obispo"
"93449",2016,"law_enforcement_workers_including_supervisors",212576,219959,"San Luis Obispo"
"93449",2016,"food_preparation_and_serving_related_occupations",16791,13499,"San Luis Obispo"
"93449",2016,"building_and_grounds_cleaning_and_maintenance_occupations",21607,49675,"San Luis Obispo"
"93449",2016,"personal_care_and_service_occupations",26701,20785,"San Luis Obispo"
"93449",2016,"sales_and_related_occupations",31585,5757,"San Luis Obispo"
"93449",2016,"office_and_administrative_support_occupations",40000,8502,"San Luis Obispo"
"93449",2016,"farming_fishing_and_forestry_occupations",41406,574,"San Luis Obispo"
"93449",2016,"construction_and_extraction_occupations",64667,181392,"San Luis Obispo"
"93449",2016,"installation_maintenance_and_repair_occupations",58778,37628,"San Luis Obispo"
"93449",2016,"production_occupations",NA,NA,"San Luis Obispo"
"93449",2016,"transportation_occupations",NA,NA,"San Luis Obispo"
"93449",2016,"material_moving_occupations",NA,NA,"San Luis Obispo"
"93451",2016,"civilian_employed_population_16_years_and_over_with_earnings",29255,3223,"San Luis Obispo"
"93451",2016,"management_occupations",50417,16811,"San Luis Obispo"
"93451",2016,"business_and_financial_operations_occupations",43125,15596,"San Luis Obispo"
"93451",2016,"computer_and_mathematical_occupations",68068,37696,"San Luis Obispo"
"93451",2016,"architecture_and_engineering_occupations",31625,23453,"San Luis Obispo"
"93451",2016,"life_physical_and_social_science_occupations",NA,NA,"San Luis Obispo"
"93451",2016,"community_and_social_services_occupations",13782,723,"San Luis Obispo"
"93451",2016,"legal_occupations",NA,NA,"San Luis Obispo"
"93451",2016,"education_training_and_library_occupations",73625,19947,"San Luis Obispo"
"93451",2016,"arts_design_entertainment_sports_and_media_occupations",25625,79082,"San Luis Obispo"
"93451",2016,"health_diagnosing_and_treating_practitioners_and_other_technical_occupations",54583,36018,"San Luis Obispo"
"93451",2016,"health_technologists_and_technicians",27321,63372,"San Luis Obispo"
"93451",2016,"healthcare_support_occupations",14688,23035,"San Luis Obispo"
"93451",2016,"fire_fighting_and_prevention_and_other_protective_service_workers_including_supervisors",90833,170384,"San Luis Obispo"
"93451",2016,"law_enforcement_workers_including_supervisors",87292,29967,"San Luis Obispo"
"93451",2016,"food_preparation_and_serving_related_occupations",6736,1048,"San Luis Obispo"
"93451",2016,"building_and_grounds_cleaning_and_maintenance_occupations",19543,3429,"San Luis Obispo"
"93451",2016,"personal_care_and_service_occupations",22813,22443,"San Luis Obispo"
"93451",2016,"sales_and_related_occupations",16293,11553,"San Luis Obispo"
"93451",2016,"office_and_administrative_support_occupations",26607,5872,"San Luis Obispo"
"93451",2016,"farming_fishing_and_forestry_occupations",22938,8770,"San Luis Obispo"
"93451",2016,"construction_and_extraction_occupations",35781,4961,"San Luis Obispo"
"93451",2016,"installation_maintenance_and_repair_occupations",41250,41253,"San Luis Obispo"
"93451",2016,"production_occupations",26250,46169,"San Luis Obispo"
"93451",2016,"transportation_occupations",50865,31805,"San Luis Obispo"
"93451",2016,"material_moving_occupations",NA,NA,"San Luis Obispo"
"93452",2016,"civilian_employed_population_16_years_and_over_with_earnings",19688,29885,"San Luis Obispo"
"93452",2016,"management_occupations",51250,38320,"San Luis Obispo"
"93452",2016,"business_and_financial_operations_occupations",NA,NA,"San Luis Obispo"
"93452",2016,"computer_and_mathematical_occupations",NA,NA,"San Luis Obispo"
"93452",2016,"architecture_and_engineering_occupations",NA,NA,"San Luis Obispo"
"93452",2016,"life_physical_and_social_science_occupations",NA,NA,"San Luis Obispo"
"93452",2016,"community_and_social_services_occupations",NA,NA,"San Luis Obispo"
"93452",2016,"legal_occupations",NA,NA,"San Luis Obispo"
"93452",2016,"education_training_and_library_occupations",NA,NA,"San Luis Obispo"
"93452",2016,"arts_design_entertainment_sports_and_media_occupations",NA,NA,"San Luis Obispo"
"93452",2016,"health_diagnosing_and_treating_practitioners_and_other_technical_occupations",NA,NA,"San Luis Obispo"
"93452",2016,"health_technologists_and_technicians",NA,NA,"San Luis Obispo"
"93452",2016,"healthcare_support_occupations",NA,NA,"San Luis Obispo"
"93452",2016,"fire_fighting_and_prevention_and_other_protective_service_workers_including_supervisors",NA,NA,"San Luis Obispo"
"93452",2016,"law_enforcement_workers_including_supervisors",NA,NA,"San Luis Obispo"
"93452",2016,"food_preparation_and_serving_related_occupations",19375,105149,"San Luis Obispo"
"93452",2016,"building_and_grounds_cleaning_and_maintenance_occupations",NA,NA,"San Luis Obispo"
"93452",2016,"personal_care_and_service_occupations",NA,NA,"San Luis Obispo"
"93452",2016,"sales_and_related_occupations",7000,3826,"San Luis Obispo"
"93452",2016,"office_and_administrative_support_occupations",NA,NA,"San Luis Obispo"
"93452",2016,"farming_fishing_and_forestry_occupations",NA,NA,"San Luis Obispo"
"93452",2016,"construction_and_extraction_occupations",NA,NA,"San Luis Obispo"
"93452",2016,"installation_maintenance_and_repair_occupations",NA,NA,"San Luis Obispo"
"93452",2016,"production_occupations",NA,NA,"San Luis Obispo"
"93452",2016,"transportation_occupations",57973,49565,"San Luis Obispo"
"93452",2016,"material_moving_occupations",NA,NA,"San Luis Obispo"
"93453",2016,"civilian_employed_population_16_years_and_over_with_earnings",43700,12850,"San Luis Obispo"
"93453",2016,"management_occupations",52458,21340,"San Luis Obispo"
"93453",2016,"business_and_financial_operations_occupations",NA,NA,"San Luis Obispo"
"93453",2016,"computer_and_mathematical_occupations",NA,NA,"San Luis Obispo"
"93453",2016,"architecture_and_engineering_occupations",NA,NA,"San Luis Obispo"
"93453",2016,"life_physical_and_social_science_occupations",NA,NA,"San Luis Obispo"
"93453",2016,"community_and_social_services_occupations",NA,NA,"San Luis Obispo"
"93453",2016,"legal_occupations",NA,NA,"San Luis Obispo"
"93453",2016,"education_training_and_library_occupations",58056,16747,"San Luis Obispo"
"93453",2016,"arts_design_entertainment_sports_and_media_occupations",NA,NA,"San Luis Obispo"
"93453",2016,"health_diagnosing_and_treating_practitioners_and_other_technical_occupations",NA,NA,"San Luis Obispo"
"93453",2016,"health_technologists_and_technicians",NA,NA,"San Luis Obispo"
"93453",2016,"healthcare_support_occupations",NA,NA,"San Luis Obispo"
"93453",2016,"fire_fighting_and_prevention_and_other_protective_service_workers_including_supervisors",NA,NA,"San Luis Obispo"
"93453",2016,"law_enforcement_workers_including_supervisors",NA,NA,"San Luis Obispo"
"93453",2016,"food_preparation_and_serving_related_occupations",NA,NA,"San Luis Obispo"
"93453",2016,"building_and_grounds_cleaning_and_maintenance_occupations",6793,807,"San Luis Obispo"
"93453",2016,"personal_care_and_service_occupations",NA,NA,"San Luis Obispo"
"93453",2016,"sales_and_related_occupations",6923,58136,"San Luis Obispo"
"93453",2016,"office_and_administrative_support_occupations",36453,5401,"San Luis Obispo"
"93453",2016,"farming_fishing_and_forestry_occupations",NA,NA,"San Luis Obispo"
"93453",2016,"construction_and_extraction_occupations",49710,63568,"San Luis Obispo"
"93453",2016,"installation_maintenance_and_repair_occupations",NA,NA,"San Luis Obispo"
"93453",2016,"production_occupations",NA,NA,"San Luis Obispo"
"93453",2016,"transportation_occupations",NA,NA,"San Luis Obispo"
"93453",2016,"material_moving_occupations",NA,NA,"San Luis Obispo"
"93454",2016,"civilian_employed_population_16_years_and_over_with_earnings",26026,1297,"Santa Barbara"
"93454",2016,"management_occupations",54028,7530,"Santa Barbara"
"93454",2016,"business_and_financial_operations_occupations",52102,10406,"Santa Barbara"
"93454",2016,"computer_and_mathematical_occupations",74609,13674,"Santa Barbara"
"93454",2016,"architecture_and_engineering_occupations",87639,59124,"Santa Barbara"
"93454",2016,"life_physical_and_social_science_occupations",65179,18592,"Santa Barbara"
"93454",2016,"community_and_social_services_occupations",57375,20837,"Santa Barbara"
"93454",2016,"legal_occupations",61250,61214,"Santa Barbara"
"93454",2016,"education_training_and_library_occupations",28000,12576,"Santa Barbara"
"93454",2016,"arts_design_entertainment_sports_and_media_occupations",39405,20830,"Santa Barbara"
"93454",2016,"health_diagnosing_and_treating_practitioners_and_other_technical_occupations",67679,15978,"Santa Barbara"
"93454",2016,"health_technologists_and_technicians",41739,15223,"Santa Barbara"
"93454",2016,"healthcare_support_occupations",20932,5558,"Santa Barbara"
"93454",2016,"fire_fighting_and_prevention_and_other_protective_service_workers_including_supervisors",101193,71557,"Santa Barbara"
"93454",2016,"law_enforcement_workers_including_supervisors",64669,7415,"Santa Barbara"
"93454",2016,"food_preparation_and_serving_related_occupations",16440,1620,"Santa Barbara"
"93454",2016,"building_and_grounds_cleaning_and_maintenance_occupations",24481,3476,"Santa Barbara"
"93454",2016,"personal_care_and_service_occupations",17205,4724,"Santa Barbara"
"93454",2016,"sales_and_related_occupations",15933,2633,"Santa Barbara"
"93454",2016,"office_and_administrative_support_occupations",30918,1808,"Santa Barbara"
"93454",2016,"farming_fishing_and_forestry_occupations",18709,1820,"Santa Barbara"
"93454",2016,"construction_and_extraction_occupations",31385,6518,"Santa Barbara"
