"zipcode","year","occupation","estimate","margin_of_error","county"
"93013",2019,"farming_fishing_and_forestry_occupations",30588,3073,"Santa Barbara"
"93013",2019,"construction_and_extraction_occupations",40980,5321,"Santa Barbara"
"93013",2019,"installation_maintenance_and_repair_occupations",57303,6103,"Santa Barbara"
"93013",2019,"production_occupations",39663,14653,"Santa Barbara"
"93013",2019,"transportation_occupations",23315,21941,"Santa Barbara"
"93013",2019,"material_moving_occupations",23889,5124,"Santa Barbara"
"93015",2019,"civilian_employed_population_16_years_and_over_with_earnings",35510,4969,"Ventura"
"93015",2019,"management_occupations",55179,18017,"Ventura"
"93015",2019,"business_and_financial_operations_occupations",45404,5483,"Ventura"
"93015",2019,"computer_and_mathematical_occupations",111071,34078,"Ventura"
"93015",2019,"architecture_and_engineering_occupations",63827,25184,"Ventura"
"93015",2019,"life_physical_and_social_science_occupations",113056,133399,"Ventura"
"93015",2019,"community_and_social_service_occupations",38554,22696,"Ventura"
"93015",2019,"legal_occupations",93721,24853,"Ventura"
"93015",2019,"educational_instruction_and_library_occupations",65472,18744,"Ventura"
"93015",2019,"arts_design_entertainment_sports_and_media_occupations",57688,43180,"Ventura"
"93015",2019,"health_diagnosing_and_treating_practitioners_and_other_technical_occupations",67813,81839,"Ventura"
"93015",2019,"health_technologists_and_technicians",46462,4615,"Ventura"
"93015",2019,"healthcare_support_occupations",22013,13709,"Ventura"
"93015",2019,"firefighting_and_prevention_and_other_protective_service_workers_including_supervisors",NA,NA,"Ventura"
"93015",2019,"law_enforcement_workers_including_supervisors",91250,64091,"Ventura"
"93015",2019,"food_preparation_and_serving_related_occupations",15529,1472,"Ventura"
"93015",2019,"building_and_grounds_cleaning_and_maintenance_occupations",16000,3072,"Ventura"
"93015",2019,"personal_care_and_service_occupations",23378,8299,"Ventura"
"93015",2019,"sales_and_related_occupations",16500,27620,"Ventura"
"93015",2019,"office_and_administrative_support_occupations",37202,8365,"Ventura"
"93015",2019,"farming_fishing_and_forestry_occupations",19211,4716,"Ventura"
"93015",2019,"construction_and_extraction_occupations",54858,9782,"Ventura"
"93015",2019,"installation_maintenance_and_repair_occupations",46824,22999,"Ventura"
"93015",2019,"production_occupations",27742,6680,"Ventura"
"93015",2019,"transportation_occupations",38250,30346,"Ventura"
"93015",2019,"material_moving_occupations",20776,9507,"Ventura"
"93021",2019,"civilian_employed_population_16_years_and_over_with_earnings",51468,1853,"Ventura"
"93021",2019,"management_occupations",107181,13167,"Ventura"
"93021",2019,"business_and_financial_operations_occupations",64608,5559,"Ventura"
"93021",2019,"computer_and_mathematical_occupations",109245,6599,"Ventura"
"93021",2019,"architecture_and_engineering_occupations",96759,16173,"Ventura"
"93021",2019,"life_physical_and_social_science_occupations",85965,11280,"Ventura"
"93021",2019,"community_and_social_service_occupations",50840,4353,"Ventura"
"93021",2019,"legal_occupations",128250,91723,"Ventura"
"93021",2019,"educational_instruction_and_library_occupations",53838,7386,"Ventura"
"93021",2019,"arts_design_entertainment_sports_and_media_occupations",48125,24266,"Ventura"
"93021",2019,"health_diagnosing_and_treating_practitioners_and_other_technical_occupations",85844,13504,"Ventura"
"93021",2019,"health_technologists_and_technicians",49886,35780,"Ventura"
"93021",2019,"healthcare_support_occupations",26128,4641,"Ventura"
"93021",2019,"firefighting_and_prevention_and_other_protective_service_workers_including_supervisors",88958,81019,"Ventura"
"93021",2019,"law_enforcement_workers_including_supervisors",105536,36557,"Ventura"
"93021",2019,"food_preparation_and_serving_related_occupations",15821,3369,"Ventura"
"93021",2019,"building_and_grounds_cleaning_and_maintenance_occupations",31250,1295,"Ventura"
"93021",2019,"personal_care_and_service_occupations",17865,2998,"Ventura"
"93021",2019,"sales_and_related_occupations",40777,6697,"Ventura"
"93021",2019,"office_and_administrative_support_occupations",43680,4164,"Ventura"
"93021",2019,"farming_fishing_and_forestry_occupations",28021,9298,"Ventura"
"93021",2019,"construction_and_extraction_occupations",51466,5093,"Ventura"
"93021",2019,"installation_maintenance_and_repair_occupations",44375,10869,"Ventura"
"93021",2019,"production_occupations",33300,7885,"Ventura"
"93021",2019,"transportation_occupations",30285,7274,"Ventura"
"93021",2019,"material_moving_occupations",18958,12728,"Ventura"
"93022",2019,"civilian_employed_population_16_years_and_over_with_earnings",35677,8091,"Ventura"
"93022",2019,"management_occupations",73295,24431,"Ventura"
"93022",2019,"business_and_financial_operations_occupations",43421,49638,"Ventura"
"93022",2019,"computer_and_mathematical_occupations",101250,36031,"Ventura"
"93022",2019,"architecture_and_engineering_occupations",69922,70587,"Ventura"
"93022",2019,"life_physical_and_social_science_occupations",61688,31373,"Ventura"
"93022",2019,"community_and_social_service_occupations",NA,NA,"Ventura"
"93022",2019,"legal_occupations",NA,NA,"Ventura"
"93022",2019,"educational_instruction_and_library_occupations",54813,23879,"Ventura"
"93022",2019,"arts_design_entertainment_sports_and_media_occupations",33313,22851,"Ventura"
"93022",2019,"health_diagnosing_and_treating_practitioners_and_other_technical_occupations",48365,36089,"Ventura"
"93022",2019,"health_technologists_and_technicians",43654,34602,"Ventura"
"93022",2019,"healthcare_support_occupations",30225,3752,"Ventura"
"93022",2019,"firefighting_and_prevention_and_other_protective_service_workers_including_supervisors",86319,98861,"Ventura"
"93022",2019,"law_enforcement_workers_including_supervisors",79028,63763,"Ventura"
"93022",2019,"food_preparation_and_serving_related_occupations",17772,6435,"Ventura"
"93022",2019,"building_and_grounds_cleaning_and_maintenance_occupations",30372,10258,"Ventura"
"93022",2019,"personal_care_and_service_occupations",10921,5474,"Ventura"
"93022",2019,"sales_and_related_occupations",31114,7701,"Ventura"
"93022",2019,"office_and_administrative_support_occupations",26765,8753,"Ventura"
"93022",2019,"farming_fishing_and_forestry_occupations",92083,52636,"Ventura"
"93022",2019,"construction_and_extraction_occupations",63591,6000,"Ventura"
"93022",2019,"installation_maintenance_and_repair_occupations",NA,NA,"Ventura"
"93022",2019,"production_occupations",26023,35623,"Ventura"
"93022",2019,"transportation_occupations",61964,12467,"Ventura"
"93022",2019,"material_moving_occupations",14100,49028,"Ventura"
"93023",2019,"civilian_employed_population_16_years_and_over_with_earnings",36193,6280,"Ventura"
"93023",2019,"management_occupations",65391,26440,"Ventura"
"93023",2019,"business_and_financial_operations_occupations",83220,11385,"Ventura"
"93023",2019,"computer_and_mathematical_occupations",147727,71819,"Ventura"
"93023",2019,"architecture_and_engineering_occupations",88708,19898,"Ventura"
"93023",2019,"life_physical_and_social_science_occupations",43456,58536,"Ventura"
"93023",2019,"community_and_social_service_occupations",33750,14209,"Ventura"
"93023",2019,"legal_occupations",104132,138422,"Ventura"
"93023",2019,"educational_instruction_and_library_occupations",44521,11127,"Ventura"
"93023",2019,"arts_design_entertainment_sports_and_media_occupations",45625,15158,"Ventura"
"93023",2019,"health_diagnosing_and_treating_practitioners_and_other_technical_occupations",80069,9935,"Ventura"
"93023",2019,"health_technologists_and_technicians",63828,37965,"Ventura"
"93023",2019,"healthcare_support_occupations",22143,10694,"Ventura"
"93023",2019,"firefighting_and_prevention_and_other_protective_service_workers_including_supervisors",47813,110480,"Ventura"
"93023",2019,"law_enforcement_workers_including_supervisors",69886,119352,"Ventura"
"93023",2019,"food_preparation_and_serving_related_occupations",18750,4217,"Ventura"
"93023",2019,"building_and_grounds_cleaning_and_maintenance_occupations",24454,2940,"Ventura"
"93023",2019,"personal_care_and_service_occupations",26204,6758,"Ventura"
"93023",2019,"sales_and_related_occupations",41094,16247,"Ventura"
"93023",2019,"office_and_administrative_support_occupations",30625,3388,"Ventura"
"93023",2019,"farming_fishing_and_forestry_occupations",7258,4935,"Ventura"
"93023",2019,"construction_and_extraction_occupations",31820,22401,"Ventura"
"93023",2019,"installation_maintenance_and_repair_occupations",46776,24364,"Ventura"
"93023",2019,"production_occupations",21944,23042,"Ventura"
"93023",2019,"transportation_occupations",38630,36286,"Ventura"
"93023",2019,"material_moving_occupations",27698,11083,"Ventura"
"93030",2019,"civilian_employed_population_16_years_and_over_with_earnings",29805,1732,"Ventura"
"93030",2019,"management_occupations",58965,2821,"Ventura"
"93030",2019,"business_and_financial_operations_occupations",59956,10656,"Ventura"
"93030",2019,"computer_and_mathematical_occupations",78355,24170,"Ventura"
"93030",2019,"architecture_and_engineering_occupations",84265,40716,"Ventura"
"93030",2019,"life_physical_and_social_science_occupations",62794,72648,"Ventura"
"93030",2019,"community_and_social_service_occupations",52260,5068,"Ventura"
"93030",2019,"legal_occupations",80735,19773,"Ventura"
"93030",2019,"educational_instruction_and_library_occupations",52591,25466,"Ventura"
"93030",2019,"arts_design_entertainment_sports_and_media_occupations",48988,24979,"Ventura"
"93030",2019,"health_diagnosing_and_treating_practitioners_and_other_technical_occupations",61346,14658,"Ventura"
"93030",2019,"health_technologists_and_technicians",47051,12283,"Ventura"
"93030",2019,"healthcare_support_occupations",22321,4650,"Ventura"
"93030",2019,"firefighting_and_prevention_and_other_protective_service_workers_including_supervisors",29808,56458,"Ventura"
"93030",2019,"law_enforcement_workers_including_supervisors",86297,3687,"Ventura"
"93030",2019,"food_preparation_and_serving_related_occupations",19694,4378,"Ventura"
"93030",2019,"building_and_grounds_cleaning_and_maintenance_occupations",26448,5095,"Ventura"
"93030",2019,"personal_care_and_service_occupations",20594,4231,"Ventura"
"93030",2019,"sales_and_related_occupations",25759,6540,"Ventura"
"93030",2019,"office_and_administrative_support_occupations",30382,2410,"Ventura"
"93030",2019,"farming_fishing_and_forestry_occupations",20807,1147,"Ventura"
"93030",2019,"construction_and_extraction_occupations",35946,8195,"Ventura"
"93030",2019,"installation_maintenance_and_repair_occupations",42123,4654,"Ventura"
"93030",2019,"production_occupations",25854,1777,"Ventura"
"93030",2019,"transportation_occupations",46139,10198,"Ventura"
"93030",2019,"material_moving_occupations",21893,1914,"Ventura"
"93033",2019,"civilian_employed_population_16_years_and_over_with_earnings",25500,583,"Ventura"
"93033",2019,"management_occupations",42791,7673,"Ventura"
"93033",2019,"business_and_financial_operations_occupations",51250,5685,"Ventura"
"93033",2019,"computer_and_mathematical_occupations",66250,6799,"Ventura"
"93033",2019,"architecture_and_engineering_occupations",56538,13719,"Ventura"
"93033",2019,"life_physical_and_social_science_occupations",46875,30619,"Ventura"
"93033",2019,"community_and_social_service_occupations",55306,11611,"Ventura"
"93033",2019,"legal_occupations",24667,67223,"Ventura"
"93033",2019,"educational_instruction_and_library_occupations",25757,3925,"Ventura"
"93033",2019,"arts_design_entertainment_sports_and_media_occupations",23472,10321,"Ventura"
"93033",2019,"health_diagnosing_and_treating_practitioners_and_other_technical_occupations",71094,24037,"Ventura"
"93033",2019,"health_technologists_and_technicians",31970,8979,"Ventura"
"93033",2019,"healthcare_support_occupations",24325,2106,"Ventura"
"93033",2019,"firefighting_and_prevention_and_other_protective_service_workers_including_supervisors",30167,11187,"Ventura"
"93033",2019,"law_enforcement_workers_including_supervisors",51071,35590,"Ventura"
"93033",2019,"food_preparation_and_serving_related_occupations",19750,2890,"Ventura"
"93033",2019,"building_and_grounds_cleaning_and_maintenance_occupations",26866,1908,"Ventura"
"93033",2019,"personal_care_and_service_occupations",15633,2981,"Ventura"
"93033",2019,"sales_and_related_occupations",22200,3043,"Ventura"
"93033",2019,"office_and_administrative_support_occupations",32500,4470,"Ventura"
"93033",2019,"farming_fishing_and_forestry_occupations",18531,1114,"Ventura"
"93033",2019,"construction_and_extraction_occupations",26764,4215,"Ventura"
"93033",2019,"installation_maintenance_and_repair_occupations",40775,1747,"Ventura"
"93033",2019,"production_occupations",26168,1183,"Ventura"
"93033",2019,"transportation_occupations",35916,5017,"Ventura"
"93033",2019,"material_moving_occupations",25580,2825,"Ventura"
"93035",2019,"civilian_employed_population_16_years_and_over_with_earnings",42049,2745,"Ventura"
"93035",2019,"management_occupations",77336,12223,"Ventura"
"93035",2019,"business_and_financial_operations_occupations",70880,12189,"Ventura"
"93035",2019,"computer_and_mathematical_occupations",58894,12065,"Ventura"
"93035",2019,"architecture_and_engineering_occupations",79735,46356,"Ventura"
"93035",2019,"life_physical_and_social_science_occupations",82500,24138,"Ventura"
"93035",2019,"community_and_social_service_occupations",60058,9441,"Ventura"
"93035",2019,"legal_occupations",101271,31519,"Ventura"
"93035",2019,"educational_instruction_and_library_occupations",43693,26418,"Ventura"
"93035",2019,"arts_design_entertainment_sports_and_media_occupations",32740,11897,"Ventura"
"93035",2019,"health_diagnosing_and_treating_practitioners_and_other_technical_occupations",88214,16617,"Ventura"
"93035",2019,"health_technologists_and_technicians",46094,5385,"Ventura"
"93035",2019,"healthcare_support_occupations",26197,6106,"Ventura"
"93035",2019,"firefighting_and_prevention_and_other_protective_service_workers_including_supervisors",16591,17173,"Ventura"
"93035",2019,"law_enforcement_workers_including_supervisors",63307,9581,"Ventura"
"93035",2019,"food_preparation_and_serving_related_occupations",20350,6788,"Ventura"
"93035",2019,"building_and_grounds_cleaning_and_maintenance_occupations",32841,7960,"Ventura"
"93035",2019,"personal_care_and_service_occupations",15427,4537,"Ventura"
"93035",2019,"sales_and_related_occupations",32269,11684,"Ventura"
"93035",2019,"office_and_administrative_support_occupations",39442,6575,"Ventura"
"93035",2019,"farming_fishing_and_forestry_occupations",26771,20878,"Ventura"
"93035",2019,"construction_and_extraction_occupations",26618,4050,"Ventura"
"93035",2019,"installation_maintenance_and_repair_occupations",45240,10883,"Ventura"
"93035",2019,"production_occupations",27109,8608,"Ventura"
"93035",2019,"transportation_occupations",40208,15299,"Ventura"
"93035",2019,"material_moving_occupations",41354,23620,"Ventura"
"93036",2019,"civilian_employed_population_16_years_and_over_with_earnings",32301,1728,"Ventura"
"93036",2019,"management_occupations",56458,11691,"Ventura"
"93036",2019,"business_and_financial_operations_occupations",61019,10542,"Ventura"
"93036",2019,"computer_and_mathematical_occupations",75893,6674,"Ventura"
"93036",2019,"architecture_and_engineering_occupations",76179,36687,"Ventura"
"93036",2019,"life_physical_and_social_science_occupations",68611,12757,"Ventura"
"93036",2019,"community_and_social_service_occupations",49500,37793,"Ventura"
"93036",2019,"legal_occupations",64306,25802,"Ventura"
"93036",2019,"educational_instruction_and_library_occupations",30680,6020,"Ventura"
"93036",2019,"arts_design_entertainment_sports_and_media_occupations",37989,22258,"Ventura"
"93036",2019,"health_diagnosing_and_treating_practitioners_and_other_technical_occupations",90724,10710,"Ventura"
"93036",2019,"health_technologists_and_technicians",42604,10327,"Ventura"
"93036",2019,"healthcare_support_occupations",25973,3230,"Ventura"
"93036",2019,"firefighting_and_prevention_and_other_protective_service_workers_including_supervisors",50431,50612,"Ventura"
"93036",2019,"law_enforcement_workers_including_supervisors",81635,13019,"Ventura"
"93036",2019,"food_preparation_and_serving_related_occupations",17239,1607,"Ventura"
"93036",2019,"building_and_grounds_cleaning_and_maintenance_occupations",30183,5975,"Ventura"
"93036",2019,"personal_care_and_service_occupations",20353,5172,"Ventura"
"93036",2019,"sales_and_related_occupations",24412,2854,"Ventura"
"93036",2019,"office_and_administrative_support_occupations",33491,6283,"Ventura"
"93036",2019,"farming_fishing_and_forestry_occupations",19777,3246,"Ventura"
"93036",2019,"construction_and_extraction_occupations",44657,9255,"Ventura"
"93036",2019,"installation_maintenance_and_repair_occupations",42008,8239,"Ventura"
"93036",2019,"production_occupations",32242,4590,"Ventura"
"93036",2019,"transportation_occupations",46590,4055,"Ventura"
"93036",2019,"material_moving_occupations",22929,6016,"Ventura"
"93040",2019,"civilian_employed_population_16_years_and_over_with_earnings",27875,5680,"Ventura"
"93040",2019,"management_occupations",103750,106626,"Ventura"
"93040",2019,"business_and_financial_operations_occupations",43000,49860,"Ventura"
"93040",2019,"computer_and_mathematical_occupations",NA,NA,"Ventura"
"93040",2019,"architecture_and_engineering_occupations",NA,NA,"Ventura"
"93040",2019,"life_physical_and_social_science_occupations",NA,NA,"Ventura"
"93040",2019,"community_and_social_service_occupations",NA,NA,"Ventura"
"93040",2019,"legal_occupations",NA,NA,"Ventura"
"93040",2019,"educational_instruction_and_library_occupations",11458,45133,"Ventura"
"93040",2019,"arts_design_entertainment_sports_and_media_occupations",NA,NA,"Ventura"
"93040",2019,"health_diagnosing_and_treating_practitioners_and_other_technical_occupations",NA,NA,"Ventura"
"93040",2019,"health_technologists_and_technicians",NA,NA,"Ventura"
"93040",2019,"healthcare_support_occupations",27045,24993,"Ventura"
"93040",2019,"firefighting_and_prevention_and_other_protective_service_workers_including_supervisors",NA,NA,"Ventura"
"93040",2019,"law_enforcement_workers_including_supervisors",NA,NA,"Ventura"
"93040",2019,"food_preparation_and_serving_related_occupations",14076,696,"Ventura"
"93040",2019,"building_and_grounds_cleaning_and_maintenance_occupations",18833,5920,"Ventura"
"93040",2019,"personal_care_and_service_occupations",NA,NA,"Ventura"
"93040",2019,"sales_and_related_occupations",12422,2583,"Ventura"
"93040",2019,"office_and_administrative_support_occupations",31458,2967,"Ventura"
"93040",2019,"farming_fishing_and_forestry_occupations",30625,3638,"Ventura"
"93040",2019,"construction_and_extraction_occupations",38611,11362,"Ventura"
"93040",2019,"installation_maintenance_and_repair_occupations",NA,NA,"Ventura"
"93040",2019,"production_occupations",25114,12749,"Ventura"
"93040",2019,"transportation_occupations",53750,16521,"Ventura"
"93040",2019,"material_moving_occupations",25781,6898,"Ventura"
"93041",2019,"civilian_employed_population_16_years_and_over_with_earnings",31047,1294,"Ventura"
"93041",2019,"management_occupations",55568,26994,"Ventura"
"93041",2019,"business_and_financial_operations_occupations",50045,26173,"Ventura"
"93041",2019,"computer_and_mathematical_occupations",80865,21666,"Ventura"
"93041",2019,"architecture_and_engineering_occupations",84500,36746,"Ventura"
"93041",2019,"life_physical_and_social_science_occupations",106000,173960,"Ventura"
"93041",2019,"community_and_social_service_occupations",31680,5126,"Ventura"
"93041",2019,"legal_occupations",NA,NA,"Ventura"
"93041",2019,"educational_instruction_and_library_occupations",25336,12135,"Ventura"
"93041",2019,"arts_design_entertainment_sports_and_media_occupations",46696,35186,"Ventura"
"93041",2019,"health_diagnosing_and_treating_practitioners_and_other_technical_occupations",79535,6274,"Ventura"
"93041",2019,"health_technologists_and_technicians",40114,39924,"Ventura"
"93041",2019,"healthcare_support_occupations",24145,11828,"Ventura"
"93041",2019,"firefighting_and_prevention_and_other_protective_service_workers_including_supervisors",14750,11230,"Ventura"
"93041",2019,"law_enforcement_workers_including_supervisors",44205,29826,"Ventura"
"93041",2019,"food_preparation_and_serving_related_occupations",13851,3339,"Ventura"
"93041",2019,"building_and_grounds_cleaning_and_maintenance_occupations",23861,6844,"Ventura"
"93041",2019,"personal_care_and_service_occupations",9091,10171,"Ventura"
"93041",2019,"sales_and_related_occupations",30120,8153,"Ventura"
"93041",2019,"office_and_administrative_support_occupations",30238,4650,"Ventura"
"93041",2019,"farming_fishing_and_forestry_occupations",25962,5800,"Ventura"
"93041",2019,"construction_and_extraction_occupations",40663,6112,"Ventura"
"93041",2019,"installation_maintenance_and_repair_occupations",35885,13075,"Ventura"
"93041",2019,"production_occupations",24140,3195,"Ventura"
"93041",2019,"transportation_occupations",32259,5381,"Ventura"
"93041",2019,"material_moving_occupations",31025,8802,"Ventura"
"93042",2019,"civilian_employed_population_16_years_and_over_with_earnings",NA,NA,"Ventura"
"93042",2019,"management_occupations",NA,NA,"Ventura"
"93042",2019,"business_and_financial_operations_occupations",NA,NA,"Ventura"
"93042",2019,"computer_and_mathematical_occupations",NA,NA,"Ventura"
"93042",2019,"architecture_and_engineering_occupations",NA,NA,"Ventura"
"93042",2019,"life_physical_and_social_science_occupations",NA,NA,"Ventura"
"93042",2019,"community_and_social_service_occupations",NA,NA,"Ventura"
"93042",2019,"legal_occupations",NA,NA,"Ventura"
"93042",2019,"educational_instruction_and_library_occupations",NA,NA,"Ventura"
"93042",2019,"arts_design_entertainment_sports_and_media_occupations",NA,NA,"Ventura"
"93042",2019,"health_diagnosing_and_treating_practitioners_and_other_technical_occupations",NA,NA,"Ventura"
"93042",2019,"health_technologists_and_technicians",NA,NA,"Ventura"
"93042",2019,"healthcare_support_occupations",NA,NA,"Ventura"
"93042",2019,"firefighting_and_prevention_and_other_protective_service_workers_including_supervisors",NA,NA,"Ventura"
"93042",2019,"law_enforcement_workers_including_supervisors",NA,NA,"Ventura"
"93042",2019,"food_preparation_and_serving_related_occupations",NA,NA,"Ventura"
"93042",2019,"building_and_grounds_cleaning_and_maintenance_occupations",NA,NA,"Ventura"
"93042",2019,"personal_care_and_service_occupations",NA,NA,"Ventura"
"93042",2019,"sales_and_related_occupations",NA,NA,"Ventura"
"93042",2019,"office_and_administrative_support_occupations",NA,NA,"Ventura"
"93042",2019,"farming_fishing_and_forestry_occupations",NA,NA,"Ventura"
"93042",2019,"construction_and_extraction_occupations",NA,NA,"Ventura"
"93042",2019,"installation_maintenance_and_repair_occupations",NA,NA,"Ventura"
"93042",2019,"production_occupations",NA,NA,"Ventura"
"93042",2019,"transportation_occupations",NA,NA,"Ventura"
"93042",2019,"material_moving_occupations",NA,NA,"Ventura"
"93043",2019,"civilian_employed_population_16_years_and_over_with_earnings",15625,15979,"Ventura"
"93043",2019,"management_occupations",NA,NA,"Ventura"
"93043",2019,"business_and_financial_operations_occupations",NA,NA,"Ventura"
"93043",2019,"computer_and_mathematical_occupations",NA,NA,"Ventura"
"93043",2019,"architecture_and_engineering_occupations",NA,NA,"Ventura"
"93043",2019,"life_physical_and_social_science_occupations",NA,NA,"Ventura"
"93043",2019,"community_and_social_service_occupations",NA,NA,"Ventura"
"93043",2019,"legal_occupations",NA,NA,"Ventura"
"93043",2019,"educational_instruction_and_library_occupations",NA,NA,"Ventura"
"93043",2019,"arts_design_entertainment_sports_and_media_occupations",NA,NA,"Ventura"
"93043",2019,"health_diagnosing_and_treating_practitioners_and_other_technical_occupations",NA,NA,"Ventura"
"93043",2019,"health_technologists_and_technicians",NA,NA,"Ventura"
"93043",2019,"healthcare_support_occupations",NA,NA,"Ventura"
"93043",2019,"firefighting_and_prevention_and_other_protective_service_workers_including_supervisors",NA,NA,"Ventura"
"93043",2019,"law_enforcement_workers_including_supervisors",NA,NA,"Ventura"
"93043",2019,"food_preparation_and_serving_related_occupations",NA,NA,"Ventura"
"93043",2019,"building_and_grounds_cleaning_and_maintenance_occupations",NA,NA,"Ventura"
"93043",2019,"personal_care_and_service_occupations",NA,NA,"Ventura"
"93043",2019,"sales_and_related_occupations",NA,NA,"Ventura"
"93043",2019,"office_and_administrative_support_occupations",NA,NA,"Ventura"
"93043",2019,"farming_fishing_and_forestry_occupations",15054,19949,"Ventura"
"93043",2019,"construction_and_extraction_occupations",NA,NA,"Ventura"
"93043",2019,"installation_maintenance_and_repair_occupations",NA,NA,"Ventura"
"93043",2019,"production_occupations",NA,NA,"Ventura"
"93043",2019,"transportation_occupations",NA,NA,"Ventura"
"93043",2019,"material_moving_occupations",NA,NA,"Ventura"
"93060",2019,"civilian_employed_population_16_years_and_over_with_earnings",29902,2388,"Ventura"
"93060",2019,"management_occupations",55208,20408,"Ventura"
"93060",2019,"business_and_financial_operations_occupations",53852,3365,"Ventura"
"93060",2019,"computer_and_mathematical_occupations",48462,44060,"Ventura"
"93060",2019,"architecture_and_engineering_occupations",68173,7695,"Ventura"
"93060",2019,"life_physical_and_social_science_occupations",65921,35809,"Ventura"
"93060",2019,"community_and_social_service_occupations",51477,24252,"Ventura"
"93060",2019,"legal_occupations",77452,38482,"Ventura"
"93060",2019,"educational_instruction_and_library_occupations",47965,13011,"Ventura"
"93060",2019,"arts_design_entertainment_sports_and_media_occupations",13958,13746,"Ventura"
"93060",2019,"health_diagnosing_and_treating_practitioners_and_other_technical_occupations",81034,21004,"Ventura"
"93060",2019,"health_technologists_and_technicians",35417,14862,"Ventura"
"93060",2019,"healthcare_support_occupations",22568,4198,"Ventura"
"93060",2019,"firefighting_and_prevention_and_other_protective_service_workers_including_supervisors",63958,51665,"Ventura"
"93060",2019,"law_enforcement_workers_including_supervisors",53250,44963,"Ventura"
"93060",2019,"food_preparation_and_serving_related_occupations",11901,2191,"Ventura"
"93060",2019,"building_and_grounds_cleaning_and_maintenance_occupations",25502,4395,"Ventura"
"93060",2019,"personal_care_and_service_occupations",22841,10057,"Ventura"
"93060",2019,"sales_and_related_occupations",17446,3971,"Ventura"
"93060",2019,"office_and_administrative_support_occupations",33520,2729,"Ventura"
"93060",2019,"farming_fishing_and_forestry_occupations",20311,2289,"Ventura"
"93060",2019,"construction_and_extraction_occupations",42044,5642,"Ventura"
"93060",2019,"installation_maintenance_and_repair_occupations",36875,6338,"Ventura"
"93060",2019,"production_occupations",33510,3965,"Ventura"
"93060",2019,"transportation_occupations",41319,17203,"Ventura"
"93060",2019,"material_moving_occupations",21286,2420,"Ventura"
"93063",2019,"civilian_employed_population_16_years_and_over_with_earnings",47535,3364,"Ventura"
"93063",2019,"management_occupations",81298,6959,"Ventura"
"93063",2019,"business_and_financial_operations_occupations",71944,18368,"Ventura"
"93063",2019,"computer_and_mathematical_occupations",92578,19095,"Ventura"
"93063",2019,"architecture_and_engineering_occupations",105732,10423,"Ventura"
"93063",2019,"life_physical_and_social_science_occupations",51949,11411,"Ventura"
"93063",2019,"community_and_social_service_occupations",55793,2128,"Ventura"
"93063",2019,"legal_occupations",87031,59260,"Ventura"
"93063",2019,"educational_instruction_and_library_occupations",42841,11269,"Ventura"
"93063",2019,"arts_design_entertainment_sports_and_media_occupations",48611,19413,"Ventura"
"93063",2019,"health_diagnosing_and_treating_practitioners_and_other_technical_occupations",86250,10524,"Ventura"
"93063",2019,"health_technologists_and_technicians",57695,14410,"Ventura"
"93063",2019,"healthcare_support_occupations",23153,8983,"Ventura"
"93063",2019,"firefighting_and_prevention_and_other_protective_service_workers_including_supervisors",35324,28323,"Ventura"
"93063",2019,"law_enforcement_workers_including_supervisors",107469,5557,"Ventura"
"93063",2019,"food_preparation_and_serving_related_occupations",16571,5381,"Ventura"
"93063",2019,"building_and_grounds_cleaning_and_maintenance_occupations",31897,4085,"Ventura"
"93063",2019,"personal_care_and_service_occupations",16358,2118,"Ventura"
"93063",2019,"sales_and_related_occupations",39268,10154,"Ventura"
"93063",2019,"office_and_administrative_support_occupations",35094,4418,"Ventura"
"93063",2019,"farming_fishing_and_forestry_occupations",18750,15852,"Ventura"
"93063",2019,"construction_and_extraction_occupations",54248,3097,"Ventura"
"93063",2019,"installation_maintenance_and_repair_occupations",48884,10343,"Ventura"
"93063",2019,"production_occupations",45102,6526,"Ventura"
"93063",2019,"transportation_occupations",41250,12126,"Ventura"
"93063",2019,"material_moving_occupations",18709,3896,"Ventura"
"93064",2019,"civilian_employed_population_16_years_and_over_with_earnings",NA,NA,"Ventura"
"93064",2019,"management_occupations",NA,NA,"Ventura"
"93064",2019,"business_and_financial_operations_occupations",NA,NA,"Ventura"
"93064",2019,"computer_and_mathematical_occupations",NA,NA,"Ventura"
"93064",2019,"architecture_and_engineering_occupations",NA,NA,"Ventura"
"93064",2019,"life_physical_and_social_science_occupations",NA,NA,"Ventura"
"93064",2019,"community_and_social_service_occupations",NA,NA,"Ventura"
"93064",2019,"legal_occupations",NA,NA,"Ventura"
"93064",2019,"educational_instruction_and_library_occupations",NA,NA,"Ventura"
"93064",2019,"arts_design_entertainment_sports_and_media_occupations",NA,NA,"Ventura"
"93064",2019,"health_diagnosing_and_treating_practitioners_and_other_technical_occupations",NA,NA,"Ventura"
"93064",2019,"health_technologists_and_technicians",NA,NA,"Ventura"
"93064",2019,"healthcare_support_occupations",NA,NA,"Ventura"
"93064",2019,"firefighting_and_prevention_and_other_protective_service_workers_including_supervisors",NA,NA,"Ventura"
"93064",2019,"law_enforcement_workers_including_supervisors",NA,NA,"Ventura"
"93064",2019,"food_preparation_and_serving_related_occupations",NA,NA,"Ventura"
"93064",2019,"building_and_grounds_cleaning_and_maintenance_occupations",NA,NA,"Ventura"
"93064",2019,"personal_care_and_service_occupations",NA,NA,"Ventura"
