"pwgtp","puma","region","county","socp","occupation","occ_type","year","agep","wagp"
12,"11109","Ventura County (South Central)--Camarillo City & Moorpark City (Southwest) PUMA","Ventura","414010","Sales Representatives, Wholesale And Manufacturing","Green",2023,66,0
79,"08303","Santa Barbara County--South Coast Region PUMA","Santa Barbara","119041","Architectural And Engineering Managers","Green",2023,32,170000
7,"08303","Santa Barbara County--South Coast Region PUMA","Santa Barbara","1191XX","Other Managers","Green",2023,64,84000
18,"07901","San Luis Obispo County (West)--Coastal Region PUMA","San Luis Obispo","119041","Architectural And Engineering Managers","Green",2023,66,0
18,"07901","San Luis Obispo County (West)--Coastal Region PUMA","San Luis Obispo","1191XX","Other Managers","Green",2023,70,0
16,"08303","Santa Barbara County--South Coast Region PUMA","Santa Barbara","1191XX","Other Managers","Green",2023,23,30000
21,"11102","Ventura County (Southeast)--Thousand Oaks City PUMA","Ventura","1721YY","Other Engineers, Including Nuclear Engineers","Green",2023,40,214000
36,"07901","San Luis Obispo County (West)--Coastal Region PUMA","San Luis Obispo","49904X","Industrial And Refractory Machinery Mechanics","Fossil Fuel",2023,50,85000
20,"11108","Ventura County (Southeast)--Simi Valley City PUMA","Ventura","1191XX","Other Managers","Green",2023,52,108000
40,"07901","San Luis Obispo County (West)--Coastal Region PUMA","San Luis Obispo","414010","Sales Representatives, Wholesale And Manufacturing","Green",2023,78,47300
13,"11109","Ventura County (South Central)--Camarillo City & Moorpark City (Southwest) PUMA","Ventura","1191XX","Other Managers","Green",2023,63,0
14,"11108","Ventura County (Southeast)--Simi Valley City PUMA","Ventura","1191XX","Other Managers","Green",2023,68,120000
31,"11107","Ventura County (North)--Santa Paula, Fillmore & Ojai Cities PUMA","Ventura","472231","Solar Photovoltaic Installers","Green",2023,65,0
59,"11103","Ventura County (Southwest)--Oxnard & Port Hueneme Cities PUMA","Ventura","471011","First-Line Supervisors Of Construction Trades And Extraction Workers","Green",2023,53,60000
7,"07902","San Luis Obispo County (East)--Inland Region PUMA","San Luis Obispo","1191XX","Other Managers","Green",2023,36,190000
22,"11103","Ventura County (Southwest)--Oxnard & Port Hueneme Cities PUMA","Ventura","49904X","Industrial And Refractory Machinery Mechanics","Fossil Fuel",2023,35,38000
21,"11102","Ventura County (Southeast)--Thousand Oaks City PUMA","Ventura","414010","Sales Representatives, Wholesale And Manufacturing","Green",2023,56,158000
13,"11102","Ventura County (Southeast)--Thousand Oaks City PUMA","Ventura","1191XX","Other Managers","Green",2023,43,150000
23,"08303","Santa Barbara County--South Coast Region PUMA","Santa Barbara","4750XX","Other Extraction Workers","Fossil Fuel",2023,38,0
12,"11102","Ventura County (Southeast)--Thousand Oaks City PUMA","Ventura","1191XX","Other Managers","Green",2023,67,240000
12,"07901","San Luis Obispo County (West)--Coastal Region PUMA","San Luis Obispo","1191XX","Other Managers","Green",2023,57,80000
17,"07901","San Luis Obispo County (West)--Coastal Region PUMA","San Luis Obispo","1721XX","Petroleum, Mining And Geological Engineers, Including Mining Safety Engineers","Green",2023,63,0
18,"11109","Ventura County (South Central)--Camarillo City & Moorpark City (Southwest) PUMA","Ventura","172141","Mechanical Engineers","Green",2023,31,80000
22,"11109","Ventura County (South Central)--Camarillo City & Moorpark City (Southwest) PUMA","Ventura","172141","Mechanical Engineers","Green",2023,30,66000
15,"11109","Ventura County (South Central)--Camarillo City & Moorpark City (Southwest) PUMA","Ventura","1191XX","Other Managers","Green",2023,69,44300
14,"11109","Ventura County (South Central)--Camarillo City & Moorpark City (Southwest) PUMA","Ventura","1191XX","Other Managers","Green",2023,30,44000
13,"11102","Ventura County (Southeast)--Thousand Oaks City PUMA","Ventura","414010","Sales Representatives, Wholesale And Manufacturing","Green",2023,60,110000
19,"11103","Ventura County (Southwest)--Oxnard & Port Hueneme Cities PUMA","Ventura","172070","Electrical And Electronics Engineers","Green",2023,60,145000
8,"11109","Ventura County (South Central)--Camarillo City & Moorpark City (Southwest) PUMA","Ventura","172051","Civil Engineers","Green",2023,76,80000
23,"08301","Santa Barbara County (Northwest)--Santa Maria City & Orcutt PUMA","Santa Barbara","1191XX","Other Managers","Green",2023,42,98000
13,"11102","Ventura County (Southeast)--Thousand Oaks City PUMA","Ventura","1191XX","Other Managers","Green",2023,60,329000
33,"08303","Santa Barbara County--South Coast Region PUMA","Santa Barbara","172051","Civil Engineers","Green",2023,26,85000
29,"11108","Ventura County (Southeast)--Simi Valley City PUMA","Ventura","1191XX","Other Managers","Green",2023,48,220000
15,"07902","San Luis Obispo County (East)--Inland Region PUMA","San Luis Obispo","1721YY","Other Engineers, Including Nuclear Engineers","Green",2023,37,140000
15,"11102","Ventura County (Southeast)--Thousand Oaks City PUMA","Ventura","414010","Sales Representatives, Wholesale And Manufacturing","Green",2023,56,125000
13,"11103","Ventura County (Southwest)--Oxnard & Port Hueneme Cities PUMA","Ventura","1191XX","Other Managers","Green",2023,27,37500
38,"08301","Santa Barbara County (Northwest)--Santa Maria City & Orcutt PUMA","Santa Barbara","1191XX","Other Managers","Green",2023,36,52000
19,"11102","Ventura County (Southeast)--Thousand Oaks City PUMA","Ventura","172051","Civil Engineers","Green",2023,60,154000
7,"11107","Ventura County (North)--Santa Paula, Fillmore & Ojai Cities PUMA","Ventura","1191XX","Other Managers","Green",2023,53,55000
15,"11109","Ventura County (South Central)--Camarillo City & Moorpark City (Southwest) PUMA","Ventura","172051","Civil Engineers","Green",2023,44,684000
7,"11102","Ventura County (Southeast)--Thousand Oaks City PUMA","Ventura","1191XX","Other Managers","Green",2023,50,159000
13,"08303","Santa Barbara County--South Coast Region PUMA","Santa Barbara","1191XX","Other Managers","Green",2023,47,95000
26,"07901","San Luis Obispo County (West)--Coastal Region PUMA","San Luis Obispo","172051","Civil Engineers","Green",2023,49,12000
15,"11109","Ventura County (South Central)--Camarillo City & Moorpark City (Southwest) PUMA","Ventura","1191XX","Other Managers","Green",2023,38,110000
12,"11109","Ventura County (South Central)--Camarillo City & Moorpark City (Southwest) PUMA","Ventura","4990XX","Other Installation, Maintenance, And Repair Workers","Green",2023,46,0
5,"08302","Santa Barbara County (North)--Lompoc, Guadalupe, Solvang & Buellton Cities PUMA","Santa Barbara","1191XX","Other Managers","Green",2023,71,75000
10,"08303","Santa Barbara County--South Coast Region PUMA","Santa Barbara","1191XX","Other Managers","Green",2023,58,2e+05
8,"08303","Santa Barbara County--South Coast Region PUMA","Santa Barbara","1191XX","Other Managers","Green",2023,33,0
10,"11103","Ventura County (Southwest)--Oxnard & Port Hueneme Cities PUMA","Ventura","172051","Civil Engineers","Green",2023,69,0
9,"07902","San Luis Obispo County (East)--Inland Region PUMA","San Luis Obispo","1191XX","Other Managers","Green",2023,59,41400
14,"11103","Ventura County (Southwest)--Oxnard & Port Hueneme Cities PUMA","Ventura","172141","Mechanical Engineers","Green",2023,34,89000
25,"11108","Ventura County (Southeast)--Simi Valley City PUMA","Ventura","414010","Sales Representatives, Wholesale And Manufacturing","Green",2023,53,80000
30,"11108","Ventura County (Southeast)--Simi Valley City PUMA","Ventura","414010","Sales Representatives, Wholesale And Manufacturing","Green",2023,48,30000
13,"08303","Santa Barbara County--South Coast Region PUMA","Santa Barbara","113051","Industrial Production Managers","Green",2023,54,290000
10,"11102","Ventura County (Southeast)--Thousand Oaks City PUMA","Ventura","1721YY","Other Engineers, Including Nuclear Engineers","Green",2023,54,330000
15,"08303","Santa Barbara County--South Coast Region PUMA","Santa Barbara","172070","Electrical And Electronics Engineers","Green",2023,78,0
22,"08302","Santa Barbara County (North)--Lompoc, Guadalupe, Solvang & Buellton Cities PUMA","Santa Barbara","472231","Solar Photovoltaic Installers","Green",2023,23,58000
7,"11107","Ventura County (North)--Santa Paula, Fillmore & Ojai Cities PUMA","Ventura","1191XX","Other Managers","Green",2023,44,104000
7,"07901","San Luis Obispo County (West)--Coastal Region PUMA","San Luis Obispo","4990XX","Other Installation, Maintenance, And Repair Workers","Green",2023,39,45000
13,"07902","San Luis Obispo County (East)--Inland Region PUMA","San Luis Obispo","113071","Transportation, Storage, And Distribution Managers","Green",2023,59,0
13,"07902","San Luis Obispo County (East)--Inland Region PUMA","San Luis Obispo","472211","Sheet Metal Workers","Green",2023,67,0
9,"08302","Santa Barbara County (North)--Lompoc, Guadalupe, Solvang & Buellton Cities PUMA","Santa Barbara","1191XX","Other Managers","Green",2023,28,60000
14,"08301","Santa Barbara County (Northwest)--Santa Maria City & Orcutt PUMA","Santa Barbara","514041","Machinists","Green",2023,41,0
8,"11107","Ventura County (North)--Santa Paula, Fillmore & Ojai Cities PUMA","Ventura","1191XX","Other Managers","Green",2023,29,110000
7,"11107","Ventura County (North)--Santa Paula, Fillmore & Ojai Cities PUMA","Ventura","514041","Machinists","Green",2023,43,55000
15,"07902","San Luis Obispo County (East)--Inland Region PUMA","San Luis Obispo","519010","Chemical Processing Machine Setters, Operators, And Tenders","Green",2023,44,125000
7,"08303","Santa Barbara County--South Coast Region PUMA","Santa Barbara","1191XX","Other Managers","Green",2023,47,684000
13,"11108","Ventura County (Southeast)--Simi Valley City PUMA","Ventura","172141","Mechanical Engineers","Green",2023,60,149000
15,"08302","Santa Barbara County (North)--Lompoc, Guadalupe, Solvang & Buellton Cities PUMA","Santa Barbara","113051","Industrial Production Managers","Green",2023,61,54000
12,"07902","San Luis Obispo County (East)--Inland Region PUMA","San Luis Obispo","172070","Electrical And Electronics Engineers","Green",2023,66,0
15,"11108","Ventura County (Southeast)--Simi Valley City PUMA","Ventura","1191XX","Other Managers","Green",2023,45,169000
17,"11108","Ventura County (Southeast)--Simi Valley City PUMA","Ventura","172141","Mechanical Engineers","Green",2023,36,180000
13,"07902","San Luis Obispo County (East)--Inland Region PUMA","San Luis Obispo","1191XX","Other Managers","Green",2023,61,0
12,"07902","San Luis Obispo County (East)--Inland Region PUMA","San Luis Obispo","1191XX","Other Managers","Green",2023,67,47000
26,"11107","Ventura County (North)--Santa Paula, Fillmore & Ojai Cities PUMA","Ventura","1191XX","Other Managers","Green",2023,65,182000
16,"08302","Santa Barbara County (North)--Lompoc, Guadalupe, Solvang & Buellton Cities PUMA","Santa Barbara","1191XX","Other Managers","Green",2023,54,0
17,"11102","Ventura County (Southeast)--Thousand Oaks City PUMA","Ventura","1191XX","Other Managers","Green",2023,41,245000
14,"11102","Ventura County (Southeast)--Thousand Oaks City PUMA","Ventura","1191XX","Other Managers","Green",2023,44,275000
49,"11108","Ventura County (Southeast)--Simi Valley City PUMA","Ventura","1191XX","Other Managers","Green",2023,65,6800
11,"11102","Ventura County (Southeast)--Thousand Oaks City PUMA","Ventura","1191XX","Other Managers","Green",2023,73,0
20,"07901","San Luis Obispo County (West)--Coastal Region PUMA","San Luis Obispo","1191XX","Other Managers","Green",2023,36,187000
18,"11108","Ventura County (Southeast)--Simi Valley City PUMA","Ventura","1191XX","Other Managers","Green",2023,54,179000
6,"08301","Santa Barbara County (Northwest)--Santa Maria City & Orcutt PUMA","Santa Barbara","172051","Civil Engineers","Green",2023,45,118000
12,"11103","Ventura County (Southwest)--Oxnard & Port Hueneme Cities PUMA","Ventura","1721YY","Other Engineers, Including Nuclear Engineers","Green",2023,50,140000
15,"11102","Ventura County (Southeast)--Thousand Oaks City PUMA","Ventura","1191XX","Other Managers","Green",2023,53,2e+05
11,"08303","Santa Barbara County--South Coast Region PUMA","Santa Barbara","113051","Industrial Production Managers","Green",2023,30,170000
7,"11103","Ventura County (Southwest)--Oxnard & Port Hueneme Cities PUMA","Ventura","471011","First-Line Supervisors Of Construction Trades And Extraction Workers","Green",2023,42,70000
10,"08303","Santa Barbara County--South Coast Region PUMA","Santa Barbara","1191XX","Other Managers","Green",2023,50,30000
8,"11102","Ventura County (Southeast)--Thousand Oaks City PUMA","Ventura","1191XX","Other Managers","Green",2023,47,150000
19,"07901","San Luis Obispo County (West)--Coastal Region PUMA","San Luis Obispo","1191XX","Other Managers","Green",2023,58,345000
38,"07901","San Luis Obispo County (West)--Coastal Region PUMA","San Luis Obispo","514041","Machinists","Green",2023,29,50000
13,"07902","San Luis Obispo County (East)--Inland Region PUMA","San Luis Obispo","414010","Sales Representatives, Wholesale And Manufacturing","Green",2023,62,1e+05
43,"08302","Santa Barbara County (North)--Lompoc, Guadalupe, Solvang & Buellton Cities PUMA","Santa Barbara","1191XX","Other Managers","Green",2023,43,0
43,"08302","Santa Barbara County (North)--Lompoc, Guadalupe, Solvang & Buellton Cities PUMA","Santa Barbara","172051","Civil Engineers","Green",2023,61,128000
9,"07901","San Luis Obispo County (West)--Coastal Region PUMA","San Luis Obispo","472231","Solar Photovoltaic Installers","Green",2023,37,1000
13,"11102","Ventura County (Southeast)--Thousand Oaks City PUMA","Ventura","172141","Mechanical Engineers","Green",2023,33,110000
9,"11109","Ventura County (South Central)--Camarillo City & Moorpark City (Southwest) PUMA","Ventura","1721YY","Other Engineers, Including Nuclear Engineers","Green",2023,66,0
11,"11109","Ventura County (South Central)--Camarillo City & Moorpark City (Southwest) PUMA","Ventura","49904X","Industrial And Refractory Machinery Mechanics","Fossil Fuel",2023,69,0
8,"11102","Ventura County (Southeast)--Thousand Oaks City PUMA","Ventura","1191XX","Other Managers","Green",2023,53,135000
26,"08303","Santa Barbara County--South Coast Region PUMA","Santa Barbara","1191XX","Other Managers","Green",2023,36,110000
11,"11102","Ventura County (Southeast)--Thousand Oaks City PUMA","Ventura","414010","Sales Representatives, Wholesale And Manufacturing","Green",2023,58,120000
19,"08303","Santa Barbara County--South Coast Region PUMA","Santa Barbara","1191XX","Other Managers","Green",2023,52,32000
9,"11103","Ventura County (Southwest)--Oxnard & Port Hueneme Cities PUMA","Ventura","519020","Crushing, Grinding, Polishing, Mixing, And Blending Workers","Fossil Fuel",2023,44,31000
12,"08303","Santa Barbara County--South Coast Region PUMA","Santa Barbara","1721YY","Other Engineers, Including Nuclear Engineers","Green",2023,27,114000
