"pwgtp","puma","region","county","socp","occupation","occ_type","year","agep","wagp"
19,"08303","Santa Barbara County--South Coast Region PUMA","Santa Barbara","471011","First-Line Supervisors Of Construction Trades And Extraction Workers","Green",2018,66,12000
19,"08302","Santa Barbara County (North)--Lompoc, Guadalupe, Solvang & Buellton Cities PUMA","Santa Barbara","113051","Industrial Production Managers","Green",2018,54,76000
28,"07902","San Luis Obispo County (East)--Inland Region PUMA","San Luis Obispo","1191XX","Other Managers","Green",2018,60,175000
14,"11104","Ventura County (Southwest)--San Buenaventura (Ventura) City PUMA","Ventura","172051","Civil Engineers","Green",2018,45,130000
36,"08303","Santa Barbara County--South Coast Region PUMA","Santa Barbara","1191XX","Other Managers","Green",2018,67,0
14,"08303","Santa Barbara County--South Coast Region PUMA","Santa Barbara","1191XX","Other Managers","Green",2018,32,35000
12,"08302","Santa Barbara County (North)--Lompoc, Guadalupe, Solvang & Buellton Cities PUMA","Santa Barbara","1191XX","Other Managers","Green",2018,64,30000
36,"11103","Ventura County (Southwest)--Oxnard & Port Hueneme Cities PUMA","Ventura","49904X","Industrial And Refractory Machinery Mechanics","Fossil Fuel",2018,51,38000
8,"11102","Ventura County (Southeast)--Thousand Oaks City PUMA","Ventura","4990XX","Other Installation, Maintenance, And Repair Workers","Green",2018,81,0
18,"07902","San Luis Obispo County (East)--Inland Region PUMA","San Luis Obispo","1940YY","Other Life, Physical, And Social Science Technicians","Fossil Fuel",2018,54,104000
22,"07902","San Luis Obispo County (East)--Inland Region PUMA","San Luis Obispo","19204X","Geoscientists And Hydrologists, Except Geographers","Fossil Fuel",2018,64,94000
15,"08303","Santa Barbara County--South Coast Region PUMA","Santa Barbara","1191XX","Other Managers","Green",2018,60,110000
22,"07902","San Luis Obispo County (East)--Inland Region PUMA","San Luis Obispo","1191XX","Other Managers","Green",2018,49,70000
13,"11104","Ventura County (Southwest)--San Buenaventura (Ventura) City PUMA","Ventura","1191XX","Other Managers","Green",2018,25,70000
15,"08301","Santa Barbara County (Northwest)--Santa Maria City & Orcutt PUMA","Santa Barbara","1940YY","Other Life, Physical, And Social Science Technicians","Fossil Fuel",2018,38,55000
22,"07902","San Luis Obispo County (East)--Inland Region PUMA","San Luis Obispo","414010","Sales Representatives, Wholesale And Manufacturing","Green",2018,64,0
22,"08302","Santa Barbara County (North)--Lompoc, Guadalupe, Solvang & Buellton Cities PUMA","Santa Barbara","471011","First-Line Supervisors Of Construction Trades And Extraction Workers","Green",2018,34,75000
18,"11102","Ventura County (Southeast)--Thousand Oaks City PUMA","Ventura","1721YY","Other Engineers","Fossil Fuel",2018,36,43700
39,"08301","Santa Barbara County (Northwest)--Santa Maria City & Orcutt PUMA","Santa Barbara","49904X","Industrial And Refractory Machinery Mechanics","Fossil Fuel",2018,41,22000
47,"11102","Ventura County (Southeast)--Thousand Oaks City PUMA","Ventura","471011","First-Line Supervisors Of Construction Trades And Extraction Workers","Green",2018,50,36000
75,"11102","Ventura County (Southeast)--Thousand Oaks City PUMA","Ventura","414010","Sales Representatives, Wholesale And Manufacturing","Green",2018,54,56000
23,"07902","San Luis Obispo County (East)--Inland Region PUMA","San Luis Obispo","1191XX","Other Managers","Green",2018,59,70000
18,"07902","San Luis Obispo County (East)--Inland Region PUMA","San Luis Obispo","1191XX","Other Managers","Green",2018,55,70000
14,"08301","Santa Barbara County (Northwest)--Santa Maria City & Orcutt PUMA","Santa Barbara","172141","Mechanical Engineers","Fossil Fuel",2018,51,120000
23,"08303","Santa Barbara County--South Coast Region PUMA","Santa Barbara","119041","Architectural And Engineering Managers","Green",2018,51,161000
22,"11102","Ventura County (Southeast)--Thousand Oaks City PUMA","Ventura","414010","Sales Representatives, Wholesale And Manufacturing","Green",2018,67,0
9,"11102","Ventura County (Southeast)--Thousand Oaks City PUMA","Ventura","1191XX","Other Managers","Green",2018,41,80000
21,"11102","Ventura County (Southeast)--Thousand Oaks City PUMA","Ventura","1191XX","Other Managers","Green",2018,61,83000
12,"11102","Ventura County (Southeast)--Thousand Oaks City PUMA","Ventura","1191XX","Other Managers","Green",2018,47,80000
6,"11102","Ventura County (Southeast)--Thousand Oaks City PUMA","Ventura","1940YY","Other Life, Physical, And Social Science Technicians","Fossil Fuel",2018,63,1e+05
27,"11102","Ventura County (Southeast)--Thousand Oaks City PUMA","Ventura","172051","Civil Engineers","Green",2018,36,125000
11,"07901","San Luis Obispo County (West)--Coastal Region PUMA","San Luis Obispo","1191XX","Other Managers","Green",2018,67,25000
12,"11104","Ventura County (Southwest)--San Buenaventura (Ventura) City PUMA","Ventura","1721YY","Other Engineers","Fossil Fuel",2018,60,120000
74,"08301","Santa Barbara County (Northwest)--Santa Maria City & Orcutt PUMA","Santa Barbara","1191XX","Other Managers","Green",2018,78,0
15,"08303","Santa Barbara County--South Coast Region PUMA","Santa Barbara","1940YY","Other Life, Physical, And Social Science Technicians","Fossil Fuel",2018,20,5000
11,"08302","Santa Barbara County (North)--Lompoc, Guadalupe, Solvang & Buellton Cities PUMA","Santa Barbara","1191XX","Other Managers","Green",2018,57,0
13,"11104","Ventura County (Southwest)--San Buenaventura (Ventura) City PUMA","Ventura","1191XX","Other Managers","Green",2018,58,125000
25,"07901","San Luis Obispo County (West)--Coastal Region PUMA","San Luis Obispo","113051","Industrial Production Managers","Green",2018,35,75000
7,"08302","Santa Barbara County (North)--Lompoc, Guadalupe, Solvang & Buellton Cities PUMA","Santa Barbara","113051","Industrial Production Managers","Green",2018,62,1e+05
72,"07902","San Luis Obispo County (East)--Inland Region PUMA","San Luis Obispo","472211","Sheet Metal Workers","Green",2018,39,33000
20,"07902","San Luis Obispo County (East)--Inland Region PUMA","San Luis Obispo","1721YY","Other Engineers","Fossil Fuel",2018,52,1e+05
11,"08302","Santa Barbara County (North)--Lompoc, Guadalupe, Solvang & Buellton Cities PUMA","Santa Barbara","4750XX","Other Extraction Workers","Fossil Fuel",2018,20,70000
22,"07902","San Luis Obispo County (East)--Inland Region PUMA","San Luis Obispo","1191XX","Other Managers","Green",2018,31,80000
18,"11103","Ventura County (Southwest)--Oxnard & Port Hueneme Cities PUMA","Ventura","414010","Sales Representatives, Wholesale And Manufacturing","Green",2018,26,30000
18,"11102","Ventura County (Southeast)--Thousand Oaks City PUMA","Ventura","1191XX","Other Managers","Green",2018,52,5000
13,"08303","Santa Barbara County--South Coast Region PUMA","Santa Barbara","19204X","Geoscientists And Hydrologists, Except Geographers","Fossil Fuel",2018,31,65000
15,"08301","Santa Barbara County (Northwest)--Santa Maria City & Orcutt PUMA","Santa Barbara","1721YY","Other Engineers","Fossil Fuel",2018,31,85000
13,"11104","Ventura County (Southwest)--San Buenaventura (Ventura) City PUMA","Ventura","1191XX","Other Managers","Green",2018,53,250000
4,"08302","Santa Barbara County (North)--Lompoc, Guadalupe, Solvang & Buellton Cities PUMA","Santa Barbara","1191XX","Other Managers","Green",2018,62,20000
9,"11102","Ventura County (Southeast)--Thousand Oaks City PUMA","Ventura","414010","Sales Representatives, Wholesale And Manufacturing","Green",2018,62,76000
21,"08302","Santa Barbara County (North)--Lompoc, Guadalupe, Solvang & Buellton Cities PUMA","Santa Barbara","414010","Sales Representatives, Wholesale And Manufacturing","Green",2018,37,12000
15,"08303","Santa Barbara County--South Coast Region PUMA","Santa Barbara","1940YY","Other Life, Physical, And Social Science Technicians","Fossil Fuel",2018,21,4000
7,"11103","Ventura County (Southwest)--Oxnard & Port Hueneme Cities PUMA","Ventura","414010","Sales Representatives, Wholesale And Manufacturing","Green",2018,36,65000
21,"08303","Santa Barbara County--South Coast Region PUMA","Santa Barbara","514041","Machinists","Green",2018,40,26000
13,"11104","Ventura County (Southwest)--San Buenaventura (Ventura) City PUMA","Ventura","1721YY","Other Engineers","Fossil Fuel",2018,37,85000
24,"08302","Santa Barbara County (North)--Lompoc, Guadalupe, Solvang & Buellton Cities PUMA","Santa Barbara","1191XX","Other Managers","Green",2018,64,15000
12,"08301","Santa Barbara County (Northwest)--Santa Maria City & Orcutt PUMA","Santa Barbara","1191XX","Other Managers","Green",2018,65,72000
37,"08301","Santa Barbara County (Northwest)--Santa Maria City & Orcutt PUMA","Santa Barbara","1191XX","Other Managers","Green",2018,27,56000
14,"08301","Santa Barbara County (Northwest)--Santa Maria City & Orcutt PUMA","Santa Barbara","1721YY","Other Engineers","Fossil Fuel",2018,50,130000
13,"11104","Ventura County (Southwest)--San Buenaventura (Ventura) City PUMA","Ventura","1191XX","Other Managers","Green",2018,39,99000
24,"07901","San Luis Obispo County (West)--Coastal Region PUMA","San Luis Obispo","1940YY","Other Life, Physical, And Social Science Technicians","Fossil Fuel",2018,20,5700
22,"11102","Ventura County (Southeast)--Thousand Oaks City PUMA","Ventura","1191XX","Other Managers","Green",2018,44,240000
22,"08303","Santa Barbara County--South Coast Region PUMA","Santa Barbara","1721YY","Other Engineers","Fossil Fuel",2018,45,80000
20,"11103","Ventura County (Southwest)--Oxnard & Port Hueneme Cities PUMA","Ventura","1191XX","Other Managers","Green",2018,45,0
15,"11104","Ventura County (Southwest)--San Buenaventura (Ventura) City PUMA","Ventura","414010","Sales Representatives, Wholesale And Manufacturing","Green",2018,29,30000
14,"08303","Santa Barbara County--South Coast Region PUMA","Santa Barbara","1191XX","Other Managers","Green",2018,58,210000
11,"07901","San Luis Obispo County (West)--Coastal Region PUMA","San Luis Obispo","414010","Sales Representatives, Wholesale And Manufacturing","Green",2018,52,0
22,"08303","Santa Barbara County--South Coast Region PUMA","Santa Barbara","172070","Electrical And Electronics Engineers","Green",2018,33,104000
40,"11104","Ventura County (Southwest)--San Buenaventura (Ventura) City PUMA","Ventura","1191XX","Other Managers","Green",2018,42,1e+05
14,"07902","San Luis Obispo County (East)--Inland Region PUMA","San Luis Obispo","1191XX","Other Managers","Green",2018,41,45000
4,"08302","Santa Barbara County (North)--Lompoc, Guadalupe, Solvang & Buellton Cities PUMA","Santa Barbara","4990XX","Other Installation, Maintenance, And Repair Workers","Green",2018,43,36000
20,"08303","Santa Barbara County--South Coast Region PUMA","Santa Barbara","19204X","Geoscientists And Hydrologists, Except Geographers","Fossil Fuel",2018,24,12000
17,"08301","Santa Barbara County (Northwest)--Santa Maria City & Orcutt PUMA","Santa Barbara","1191XX","Other Managers","Green",2018,38,24400
4,"08302","Santa Barbara County (North)--Lompoc, Guadalupe, Solvang & Buellton Cities PUMA","Santa Barbara","1191XX","Other Managers","Green",2018,62,175000
18,"08303","Santa Barbara County--South Coast Region PUMA","Santa Barbara","1940YY","Other Life, Physical, And Social Science Technicians","Fossil Fuel",2018,20,1600
7,"08303","Santa Barbara County--South Coast Region PUMA","Santa Barbara","1940YY","Other Life, Physical, And Social Science Technicians","Fossil Fuel",2018,20,5000
13,"07901","San Luis Obispo County (West)--Coastal Region PUMA","San Luis Obispo","113071","Transportation, Storage, And Distribution Managers","Green",2018,52,0
15,"11104","Ventura County (Southwest)--San Buenaventura (Ventura) City PUMA","Ventura","414010","Sales Representatives, Wholesale And Manufacturing","Green",2018,48,95000
24,"08302","Santa Barbara County (North)--Lompoc, Guadalupe, Solvang & Buellton Cities PUMA","Santa Barbara","471011","First-Line Supervisors Of Construction Trades And Extraction Workers","Green",2018,62,0
15,"08301","Santa Barbara County (Northwest)--Santa Maria City & Orcutt PUMA","Santa Barbara","172141","Mechanical Engineers","Fossil Fuel",2018,30,60000
28,"08302","Santa Barbara County (North)--Lompoc, Guadalupe, Solvang & Buellton Cities PUMA","Santa Barbara","514041","Machinists","Green",2018,36,65000
51,"08303","Santa Barbara County--South Coast Region PUMA","Santa Barbara","471011","First-Line Supervisors Of Construction Trades And Extraction Workers","Green",2018,42,45100
25,"11102","Ventura County (Southeast)--Thousand Oaks City PUMA","Ventura","1191XX","Other Managers","Green",2018,44,24000
9,"08301","Santa Barbara County (Northwest)--Santa Maria City & Orcutt PUMA","Santa Barbara","1191XX","Other Managers","Green",2018,60,36000
7,"11102","Ventura County (Southeast)--Thousand Oaks City PUMA","Ventura","1191XX","Other Managers","Green",2018,51,250000
79,"11103","Ventura County (Southwest)--Oxnard & Port Hueneme Cities PUMA","Ventura","519020","Crushing, Grinding, Polishing, Mixing, And Blending Workers","Fossil Fuel",2018,23,15600
75,"07901","San Luis Obispo County (West)--Coastal Region PUMA","San Luis Obispo","471011","First-Line Supervisors Of Construction Trades And Extraction Workers","Green",2018,20,2800
10,"11102","Ventura County (Southeast)--Thousand Oaks City PUMA","Ventura","1191XX","Other Managers","Green",2018,40,130000
8,"07902","San Luis Obispo County (East)--Inland Region PUMA","San Luis Obispo","519010","Chemical Processing Machine Setters, Operators, And Tenders","Green",2018,32,62000
27,"11103","Ventura County (Southwest)--Oxnard & Port Hueneme Cities PUMA","Ventura","1191XX","Other Managers","Green",2018,60,0
15,"07902","San Luis Obispo County (East)--Inland Region PUMA","San Luis Obispo","519010","Chemical Processing Machine Setters, Operators, And Tenders","Green",2018,30,1e+05
19,"11102","Ventura County (Southeast)--Thousand Oaks City PUMA","Ventura","1191XX","Other Managers","Green",2018,51,0
9,"07901","San Luis Obispo County (West)--Coastal Region PUMA","San Luis Obispo","519010","Chemical Processing Machine Setters, Operators, And Tenders","Green",2018,20,4000
13,"08303","Santa Barbara County--South Coast Region PUMA","Santa Barbara","414010","Sales Representatives, Wholesale And Manufacturing","Green",2018,71,35000
8,"11103","Ventura County (Southwest)--Oxnard & Port Hueneme Cities PUMA","Ventura","1191XX","Other Managers","Green",2018,65,0
8,"08303","Santa Barbara County--South Coast Region PUMA","Santa Barbara","1191XX","Other Managers","Green",2018,36,227000
